ID	StemEnergy5p	StemEnergy3p	LoopEnergy	DMS_distal
 LocalEnergy_H1_1094	-3.55	0	4.4	0.9818181818181817
 LocalEnergy_H1_1099	-2.4	0	5.4	0.9939393939393939
 LocalEnergy_H1_1100	-3.65	0	4.7	0.8878787878787879
 LocalEnergy_H1_1105	-16.5	0	4.0	0.9545454545454546
 LocalEnergy_H1_1108	-5.5	0	5.0	0.990909090909091
 LocalEnergy_H1_1109	-5.6	0	6.9	0.812121212121212
 LocalEnergy_H1_110	-8.05	0	4.5	0.9424242424242424
 LocalEnergy_H1_1110	-5.95	0	5.5	0.9409090909090909
 LocalEnergy_H1_1112	-7.8	0	5.1	0.9484848484848485
 LocalEnergy_H1_1115	-5.07	0	5.4	0.9757575757575758
 LocalEnergy_H1_1118	-8.25	0	5.3	0.9727272727272728
 LocalEnergy_H1_111	-8.35	0	4.6	0.9878787878787879
 LocalEnergy_H1_1120	-3.85	0	5.4	0.9393939393939394
 LocalEnergy_H1_1131	-14.2	0	4.9	0.9454545454545454
 LocalEnergy_H1_1134	-9.1	0	5.3	0.9939393939393939
 LocalEnergy_H1_1135	-6.5	0	6.9	0.9242424242424242
 LocalEnergy_H1_1139	-5.65	0	5.7	0.9757575757575758
 LocalEnergy_H1_113	-8.8	0	5.4	0.9469696969696969
 LocalEnergy_H1_1141	-7.05	0	5.4	0.9787878787878788
 LocalEnergy_H1_1143	-10.65	0	5.0	0.9575757575757576
 LocalEnergy_H1_1145	-9.25	0	5.8	0.9545454545454546
 LocalEnergy_H1_1147	-14.45	0	5.0	0.9803030303030303
 LocalEnergy_H1_1148	-6.35	0	4.3	0.9575757575757575
 LocalEnergy_H1_1149	-5.7	0	4.9	0.9696969696969696
 LocalEnergy_H1_1151	-14.8	0	4.0	0.9878787878787879
 LocalEnergy_H1_1152	-2.5	0	4.8	0.8666666666666667
 LocalEnergy_H1_1154	-4.8	0	6.9	0.9242424242424242
 LocalEnergy_H1_1155	-7.2	0	7.3	0.9196969696969697
 LocalEnergy_H1_1156	-13.6	0	4.6	0.9575757575757575
 LocalEnergy_H1_1158	-7.55	0	5.0	0.9666666666666667
 LocalEnergy_H1_1159	-4.9	0	4.8	0.9272727272727272
 LocalEnergy_H1_115	-8.9	0	4.8	0.9636363636363636
 LocalEnergy_H1_1162	-7.5	0	6.9	0.9515151515151514
 LocalEnergy_H1_1163	-12.4	0	4.0	0.990909090909091
 LocalEnergy_H1_116	-5.7	0	5.4	0.9606060606060606
 LocalEnergy_H1_1172	-9.25	0	4.9	0.9545454545454545
 LocalEnergy_H1_1173	-10.0	0	4.3	0.996969696969697
 LocalEnergy_H1_1176	-6.4	0	5.3	0.9818181818181819
 LocalEnergy_H1_1177	-12.2	0	4.9	0.996969696969697
 LocalEnergy_H1_1178	-4.9	0	4.7	0.9939393939393939
 LocalEnergy_H1_1179	-14.8	0	3.9	0.9757575757575757
 LocalEnergy_H1_117	-14.8	0	5.0	0.9727272727272727
 LocalEnergy_H1_1182	-7.9	0	5.1	0.9848484848484849
 LocalEnergy_H1_1183	-9.4	0	5.1	0.9515151515151514
 LocalEnergy_H1_1185	-5.8	0	5.4	0.9606060606060606
 LocalEnergy_H1_1187	-5.25	0	4.4	0.9272727272727272
 LocalEnergy_H1_1189	-7.95	0	5.4	0.9787878787878789
 LocalEnergy_H1_118	-11.95	0	5.5	0.9696969696969696
 LocalEnergy_H1_1190	-21.5	0	4.7	0.9787878787878788
 LocalEnergy_H1_1191	-2.2	0	5.3	0.9454545454545455
 LocalEnergy_H1_1193	-22.6	0	6.9	0.990909090909091
 LocalEnergy_H1_1194	-16.55	0	7.3	0.9803030303030302
 LocalEnergy_H1_1195	-4.7	0	5.8	0.9090909090909091
 LocalEnergy_H1_1197	-6.25	0	5.4	0.9424242424242424
 LocalEnergy_H1_1198	-13.3	0	5.0	0.9787878787878788
 LocalEnergy_H1_1199	-12.0	0	4.9	0.9787878787878788
 LocalEnergy_H1_119	-11.6	0	4.7	0.990909090909091
 LocalEnergy_H1_1202	-6.85	0	5.3	0.9272727272727272
 LocalEnergy_H1_1203	-15.85	0	4.5	0.9818181818181818
 LocalEnergy_H1_1204	-10.05	0	8.1	0.9939393939393939
 LocalEnergy_H1_1205	-5.6	0	4.9	0.9848484848484849
 LocalEnergy_H1_1206	-15.7	0	4.3	0.990909090909091
 LocalEnergy_H1_1208	-9.8	0	5.0	0.9818181818181819
 LocalEnergy_H1_1209	-10.65	0	4.9	0.996969696969697
 LocalEnergy_H1_120	-7.0	0	4.9	0.9575757575757575
 LocalEnergy_H1_1210	-7.9	0	7.8	0.9848484848484849
 LocalEnergy_H1_1213	-8.35	0	4.6	0.9727272727272728
 LocalEnergy_H1_1215	-6.6	0	5.0	0.9696969696969697
 LocalEnergy_H1_1216	-10.35	0	6.9	0.9727272727272728
 LocalEnergy_H1_1218	-5.5	0	6.9	0.8424242424242425
 LocalEnergy_H1_1219	-13.4	0	5.0	0.9545454545454545
 LocalEnergy_H1_121	-9.8	0	7.7	0.9848484848484849
 LocalEnergy_H1_1228	-4.7	0	5.5	0.9878787878787879
 LocalEnergy_H1_1229	-19.3	0	5.4	0.9242424242424242
 LocalEnergy_H1_1231	-2.4	0	4.7	0.9939393939393939
 LocalEnergy_H1_1233	-9.45	0	8.1	0.9484848484848485
 LocalEnergy_H1_1235	-13.95	0	4.8	0.9939393939393939
 LocalEnergy_H1_1239	-3.95	0	5.4	0.9181818181818182
 LocalEnergy_H1_1241	-8.15	0	5.4	0.9787878787878788
 LocalEnergy_H1_1242	-10.95	0	4.7	0.9484848484848484
 LocalEnergy_H1_1243	-15.5	0	4.5	0.9727272727272727
 LocalEnergy_H1_1244	-12.1	0	4.7	0.9787878787878788
 LocalEnergy_H1_1245	-15.55	0	4.7	0.9636363636363636
 LocalEnergy_H1_1249	-3.85	0	8.1	0.9727272727272727
 LocalEnergy_H1_124	-10.45	0	4.5	0.9515151515151514
 LocalEnergy_H1_1252	-15.15	0	5.0	0.9757575757575757
 LocalEnergy_H1_1253	-6.9	0	4.7	0.9878787878787879
 LocalEnergy_H1_1255	-14.1	0	4.0	0.9666666666666667
 LocalEnergy_H1_1256	-8.25	0	4.6	0.996969696969697
 LocalEnergy_H1_1261	-16.5	0	6.8	0.9818181818181819
 LocalEnergy_H1_1265	-6.7	0	5.6	0.9424242424242424
 LocalEnergy_H1_1267	-8.65	0	5.0	0.9848484848484849
 LocalEnergy_H1_126	-12.6	0	8.1	0.990909090909091
 LocalEnergy_H1_1270	-5.47	0	5.1	0.9727272727272728
 LocalEnergy_H1_1274	-9.3	0	5.4	0.9727272727272727
 LocalEnergy_H1_1276	-10.3	0	5.4	1.0
 LocalEnergy_H1_1278	-7.65	0	4.5	0.9787878787878788
 LocalEnergy_H1_1281	-14.2	0	4.6	0.9818181818181817
 LocalEnergy_H1_1282	-9.45	0	5.4	0.9787878787878789
 LocalEnergy_H1_1286	-3.4	0	5.1	0.9545454545454546
 LocalEnergy_H1_1288	-6.9	0	5.9	0.9757575757575757
 LocalEnergy_H1_128	-5.8	0	5.9	0.9939393939393939
 LocalEnergy_H1_1290	-11.2	0	5.4	0.996969696969697
 LocalEnergy_H1_1291	-12.6	0	4.6	0.9878787878787879
 LocalEnergy_H1_1292	-22.4	0	4.5	0.9666666666666667
 LocalEnergy_H1_1294	-12.7	0	4.5	0.9727272727272728
 LocalEnergy_H1_1301	-5.45	0	5.3	0.9878787878787879
 LocalEnergy_H1_1303	-16.8	0	4.7	0.9939393939393939
 LocalEnergy_H1_1304	-10.75	0	6.9	0.9939393939393939
 LocalEnergy_H1_1307	-8.9	0	6.9	0.996969696969697
 LocalEnergy_H1_1308	-10.45	0	5.4	0.9787878787878788
 LocalEnergy_H1_1309	-4.05	0	5.9	0.9666666666666666
 LocalEnergy_H1_130	-10.0	0	4.4	0.9848484848484849
 LocalEnergy_H1_1311	-8.95	0	5.1	0.9606060606060606
 LocalEnergy_H1_1313	-15.7	0	4.4	0.9848484848484849
 LocalEnergy_H1_1314	-8.35	0	4.5	0.9939393939393939
 LocalEnergy_H1_1315	-3.85	0	8.1	0.9939393939393939
 LocalEnergy_H1_1316	-11.0	0	5.5	0.9696969696969697
 LocalEnergy_H1_1321	-9.9	0	4.8	0.9727272727272727
 LocalEnergy_H1_1323	-9.0	0	4.9	0.9757575757575757
 LocalEnergy_H1_1324	-15.7	0	4.1	0.9606060606060607
 LocalEnergy_H1_1329	-10.2	0	5.7	0.9515151515151514
 LocalEnergy_H1_1337	-1.77	0	6.9	0.953030303030303
 LocalEnergy_H1_133	-24.9	0	4.1	0.9454545454545454
 LocalEnergy_H1_1341	-5.6	0	5.0	0.9606060606060606
 LocalEnergy_H1_1344	-2.2	0	7.7	0.9939393939393939
 LocalEnergy_H1_1345	-4.7	0	7.8	0.9636363636363636
 LocalEnergy_H1_1346	-12.7	0	4.9	0.9666666666666668
 LocalEnergy_H1_1348	-6.0	0	4.7	0.943939393939394
 LocalEnergy_H1_1349	-2.4	0	5.4	0.996969696969697
 LocalEnergy_H1_134	-12.4	0	4.6	0.9727272727272728
 LocalEnergy_H1_1350	-4.65	0	4.9	0.9454545454545454
 LocalEnergy_H1_1352	-10.85	0	4.9	0.9848484848484849
 LocalEnergy_H1_1354	-7.65	0	5.4	0.9742424242424242
 LocalEnergy_H1_1355	-7.65	0	4.9	0.9606060606060606
 LocalEnergy_H1_1356	-12.15	0	5.4	0.9848484848484849
 LocalEnergy_H1_135	-4.7	0	5.4	0.8818181818181818
 LocalEnergy_H1_1360	-15.15	0	4.7	0.9878787878787879
 LocalEnergy_H1_1361	-12.1	0	5.4	0.9545454545454546
 LocalEnergy_H1_1362	-8.55	0	5.7	0.9818181818181818
 LocalEnergy_H1_1363	-13.3	0	5.0	0.968181818181818
 LocalEnergy_H1_1364	-15.3	0	4.1	0.9484848484848485
 LocalEnergy_H1_1365	-8.35	0	5.6	0.9818181818181818
 LocalEnergy_H1_1369	-3.95	0	4.6	0.9818181818181819
 LocalEnergy_H1_136	-3.95	0	5.4	0.9909090909090909
 LocalEnergy_H1_1370	-12.95	0	4.3	0.9878787878787879
 LocalEnergy_H1_1371	-11.75	0	4.9	0.9939393939393939
 LocalEnergy_H1_1373	-12.5	0	4.9	0.9696969696969697
 LocalEnergy_H1_1376	-9.2	0	5.1	0.9742424242424242
 LocalEnergy_H1_1378	-5.85	0	5.3	0.9878787878787879
 LocalEnergy_H1_1380	-10.0	0	4.6	0.9272727272727272
 LocalEnergy_H1_1383	-11.1	0	5.0	0.9787878787878788
 LocalEnergy_H1_1385	-2.4	0	6.0	0.9666666666666667
 LocalEnergy_H1_1387	-6.6	0	4.7	0.9393939393939394
 LocalEnergy_H1_1392	-4.7	0	5.0	0.9878787878787879
 LocalEnergy_H1_1395	-12.4	0	4.7	0.9727272727272727
 LocalEnergy_H1_1396	-9.0	0	5.3	0.9757575757575757
 LocalEnergy_H1_1397	-2.4	0	4.9	0.9333333333333333
 LocalEnergy_H1_1398	-9.1	0	5.7	0.9636363636363636
 LocalEnergy_H1_1400	-10.9	0	5.4	0.9757575757575758
 LocalEnergy_H1_1404	-17.4	0	4.1	0.9393939393939393
 LocalEnergy_H1_1407	-12.5	0	6.9	0.9757575757575757
 LocalEnergy_H1_140	-8.55	0	5.4	0.9787878787878788
 LocalEnergy_H1_1411	-6.25	0	6.0	0.893939393939394
 LocalEnergy_H1_1413	-19.55	0	4.5	0.9757575757575758
 LocalEnergy_H1_1416	-7.45	0	6.9	0.8772727272727273
 LocalEnergy_H1_1417	-7.0	0	6.9	0.890909090909091
 LocalEnergy_H1_1419	-13.2	0	5.3	0.9515151515151515
 LocalEnergy_H1_1422	-18.2	0	4.1	0.9454545454545454
 LocalEnergy_H1_1425	-2.4	0	5.6	0.9878787878787879
 LocalEnergy_H1_1427	-7.55	0	5.4	0.9893939393939395
 LocalEnergy_H1_142	-3.85	0	5.0	0.8757575757575758
 LocalEnergy_H1_1430	-5.8	0	5.0	0.8818181818181818
 LocalEnergy_H1_1434	-9.1	0	5.4	0.9787878787878788
 LocalEnergy_H1_1439	-7.0	0	5.4	0.9939393939393939
 LocalEnergy_H1_1441	-4.2	0	5.4	0.9939393939393939
 LocalEnergy_H1_1444	-1.57	0	5.8	0.9878787878787879
 LocalEnergy_H1_1446	-13.7	0	4.6	0.990909090909091
 LocalEnergy_H1_1449	-14.65	0	3.9	0.9575757575757576
 LocalEnergy_H1_144	-12.3	0	5.3	0.9848484848484849
 LocalEnergy_H1_1450	-8.5	0	4.8	0.9909090909090909
 LocalEnergy_H1_1451	-3.5	0	5.3	1.0
 LocalEnergy_H1_1454	-11.75	0	3.9	0.996969696969697
 LocalEnergy_H1_1458	-12.35	0	5.4	0.9636363636363636
 LocalEnergy_H1_1464	-9.5	0	4.8	0.9666666666666667
 LocalEnergy_H1_1466	-17.9	0	4.3	0.9939393939393939
 LocalEnergy_H1_146	-7.65	0	5.6	0.9727272727272727
 LocalEnergy_H1_1472	-10.75	0	4.9	0.9787878787878788
 LocalEnergy_H1_1475	-11.05	0	4.3	0.990909090909091
 LocalEnergy_H1_1477	-6.95	0	6.9	0.9848484848484849
 LocalEnergy_H1_147	-12.0	0	5.2	0.996969696969697
 LocalEnergy_H1_1483	-1.57	0	5.0	0.996969696969697
 LocalEnergy_H1_1484	-11.0	0	5.0	0.9939393939393939
 LocalEnergy_H1_1485	-2.9	0	5.4	0.906060606060606
 LocalEnergy_H1_1486	-11.75	0	5.0	0.9606060606060606
 LocalEnergy_H1_1487	-9.9	0	5.3	0.990909090909091
 LocalEnergy_H1_1489	-9.75	0	8.2	0.9939393939393939
 LocalEnergy_H1_1490	-9.1	0	4.1	0.9484848484848485
 LocalEnergy_H1_1493	-10.55	0	4.9	0.9666666666666667
 LocalEnergy_H1_1495	-14.2	0	5.0	0.9878787878787879
 LocalEnergy_H1_1496	-10.0	0	4.8	0.9515151515151514
 LocalEnergy_H1_1497	-7.8	0	5.9	0.9666666666666668
 LocalEnergy_H1_149	-17.5	0	4.5	0.9060606060606061
 LocalEnergy_H1_14	-6.95	0	4.8	0.9484848484848485
 LocalEnergy_H1_1503	-8.5	0	5.0	0.9939393939393939
 LocalEnergy_H1_1504	-15.4	0	8.1	0.9939393939393939
 LocalEnergy_H1_1509	-11.2	0	4.9	0.9742424242424242
 LocalEnergy_H1_1510	-11.65	0	5.4	0.9848484848484849
 LocalEnergy_H1_1513	-16.85	0	6.9	0.9787878787878788
 LocalEnergy_H1_1515	-13.25	0	4.8	0.9136363636363636
 LocalEnergy_H1_1517	-6.45	0	8.2	0.9818181818181818
 LocalEnergy_H1_151	-10.55	0	5.8	0.9848484848484849
 LocalEnergy_H1_1520	-9.2	0	5.0	0.9363636363636364
 LocalEnergy_H1_1522	-6.75	0	4.7	0.990909090909091
 LocalEnergy_H1_1523	-7.55	0	5.0	0.9606060606060606
 LocalEnergy_H1_1525	-2.4	0	4.9	0.9878787878787879
 LocalEnergy_H1_1527	-7.4	0	4.8	0.9696969696969697
 LocalEnergy_H1_1529	-2.4	0	5.8	0.9878787878787879
 LocalEnergy_H1_1532	-12.35	0	7.7	0.990909090909091
 LocalEnergy_H1_1534	-6.15	0	5.4	0.9515151515151515
 LocalEnergy_H1_1536	-15.7	0	4.4	0.9696969696969696
 LocalEnergy_H1_1537	-6.7	0	5.7	0.996969696969697
 LocalEnergy_H1_1539	-7.6	0	4.9	0.990909090909091
 LocalEnergy_H1_1540	-9.0	0	8.1	0.9272727272727274
 LocalEnergy_H1_1541	-3.55	0	4.2	0.9696969696969696
 LocalEnergy_H1_1542	-15.3	0	5.4	0.9848484848484849
 LocalEnergy_H1_1543	-7.05	0	6.2	0.9969696969696971
 LocalEnergy_H1_1546	-6.5	0	5.3	0.9803030303030303
 LocalEnergy_H1_1549	-4.45	0	4.8	0.9
 LocalEnergy_H1_1550	-11.1	0	4.5	0.9848484848484849
 LocalEnergy_H1_1552	-8.15	0	5.8	0.9818181818181818
 LocalEnergy_H1_1555	-4.95	0	4.6	0.9212121212121211
 LocalEnergy_H1_1560	-6.7	0	6.9	1.0
 LocalEnergy_H1_1562	-4.5	0	5.4	0.9575757575757576
 LocalEnergy_H1_1563	-16.45	0	4.9	0.9545454545454545
 LocalEnergy_H1_1564	-2.4	0	5.4	0.9848484848484849
 LocalEnergy_H1_1566	-4.5	0	5.8	0.8878787878787878
 LocalEnergy_H1_1567	-5.95	0	5.8	0.9636363636363636
 LocalEnergy_H1_1568	-9.57	0	5.3	0.9878787878787879
 LocalEnergy_H1_1569	-19.15	0	4.6	0.896969696969697
 LocalEnergy_H1_1571	-4.6	0	4.9	0.7954545454545454
 LocalEnergy_H1_1572	-14.05	0	5.0	0.9727272727272727
 LocalEnergy_H1_1577	-4.35	0	5.9	0.990909090909091
 LocalEnergy_H1_1578	-7.35	0	5.3	0.9242424242424242
 LocalEnergy_H1_1579	-17.7	0	7.7	0.9696969696969696
 LocalEnergy_H1_157	-5.45	0	5.4	0.9878787878787879
 LocalEnergy_H1_1589	-10.9	0	4.6	0.9848484848484849
 LocalEnergy_H1_1592	-2.37	0	5.7	0.9878787878787879
 LocalEnergy_H1_1594	-20.75	0	4.3	0.953030303030303
 LocalEnergy_H1_1596	-13.3	0	7.7	0.9333333333333332
 LocalEnergy_H1_1597	-8.4	0	5.5	0.9015151515151515
 LocalEnergy_H1_1598	-5.0	0	7.7	0.8242424242424243
 LocalEnergy_H1_159	-7.3	0	7.8	0.9454545454545454
 LocalEnergy_H1_1600	-10.0	0	4.6	0.9818181818181818
 LocalEnergy_H1_1605	-3.95	0	4.3	0.9606060606060607
 LocalEnergy_H1_160	-20.1	0	6.9	0.990909090909091
 LocalEnergy_H1_1610	-7.0	0	4.9	0.9939393939393939
 LocalEnergy_H1_1612	-10.85	0	7.7	0.9818181818181818
 LocalEnergy_H1_1618	-5.6	0	5.4	0.9636363636363636
 LocalEnergy_H1_161	-7.5	0	4.5	0.9757575757575758
 LocalEnergy_H1_1621	-2.1	0	5.7	0.8181818181818181
 LocalEnergy_H1_1624	-5.47	0	5.3	0.8893939393939394
 LocalEnergy_H1_1629	-12.45	0	4.6	0.9818181818181819
 LocalEnergy_H1_162	-12.4	0	5.0	0.8969696969696969
 LocalEnergy_H1_1630	-6.95	0	4.7	0.9878787878787879
 LocalEnergy_H1_1634	-16.45	0	4.8	0.9878787878787879
 LocalEnergy_H1_1635	-5.45	0	4.8	0.9318181818181819
 LocalEnergy_H1_1636	-5.8	0	5.1	0.896969696969697
 LocalEnergy_H1_1637	-3.5	0	6.9	0.9242424242424243
 LocalEnergy_H1_1639	-7.3	0	4.6	0.9818181818181818
 LocalEnergy_H1_1640	-5.05	0	4.1	0.996969696969697
 LocalEnergy_H1_1641	-4.7	0	5.6	0.9878787878787879
 LocalEnergy_H1_1642	-7.45	0	5.9	0.9757575757575757
 LocalEnergy_H1_1643	-12.55	0	5.0	0.990909090909091
 LocalEnergy_H1_1644	-8.1	0	7.3	0.9818181818181819
 LocalEnergy_H1_1646	-11.45	0	4.9	0.95
 LocalEnergy_H1_1649	-9.95	0	4.8	0.9393939393939394
 LocalEnergy_H1_1651	-9.45	0	5.0	0.9848484848484849
 LocalEnergy_H1_1652	-12.9	0	4.9	0.9727272727272728
 LocalEnergy_H1_1655	-10.9	0	5.4	0.9818181818181819
 LocalEnergy_H1_1657	-5.8	0	4.4	0.9272727272727272
 LocalEnergy_H1_1659	-4.5	0	4.8	0.9787878787878788
 LocalEnergy_H1_165	-7.8	0	4.9	0.9878787878787879
 LocalEnergy_H1_1666	-4.7	0	4.8	0.8242424242424242
 LocalEnergy_H1_166	-12.15	0	3.9	0.9939393939393939
 LocalEnergy_H1_1672	-4.8	0	5.0	0.9515151515151514
 LocalEnergy_H1_1673	-16.8	0	6.9	0.9787878787878788
 LocalEnergy_H1_1675	-1.77	0	4.9	0.9818181818181819
 LocalEnergy_H1_1677	-5.5	0	5.3	0.9303030303030303
 LocalEnergy_H1_1679	-18.0	0	7.7	0.953030303030303
 LocalEnergy_H1_167	-14.5	0	7.7	0.9818181818181819
 LocalEnergy_H1_1680	-7.7	0	5.5	0.9393939393939394
 LocalEnergy_H1_1681	-20.2	0	5.4	0.9454545454545455
 LocalEnergy_H1_1685	-4.55	0	4.9	0.9696969696969697
 LocalEnergy_H1_1687	-13.3	0	5.7	0.9848484848484849
 LocalEnergy_H1_1692	-10.25	0	5.4	0.9939393939393939
 LocalEnergy_H1_1693	-10.9	0	4.7	0.9787878787878789
 LocalEnergy_H1_1695	-4.3	0	5.0	0.793939393939394
 LocalEnergy_H1_1698	-2.9	0	4.6	0.9757575757575757
 LocalEnergy_H1_1700	-11.2	0	7.7	0.9878787878787879
 LocalEnergy_H1_1701	-7.45	0	4.9	0.9818181818181819
 LocalEnergy_H1_1703	-2.17	0	6.0	0.9787878787878788
 LocalEnergy_H1_1706	-10.95	0	5.0	0.9606060606060607
 LocalEnergy_H1_1711	-16.35	0	5.0	0.9636363636363636
 LocalEnergy_H1_1712	-12.5	0	4.4	0.990909090909091
 LocalEnergy_H1_1713	-8.1	0	5.0	0.9545454545454546
 LocalEnergy_H1_1714	-4.3	0	5.7	0.8727272727272727
 LocalEnergy_H1_1715	-4.3	0	5.0	0.8393939393939394
 LocalEnergy_H1_1721	-12.3	0	4.5	0.9787878787878788
 LocalEnergy_H1_1724	-6.7	0	7.8	0.9666666666666666
 LocalEnergy_H1_1729	-10.8	0	8.1	0.9696969696969697
 LocalEnergy_H1_172	-20.75	0	4.3	0.9636363636363635
 LocalEnergy_H1_1730	-14.15	0	4.6	0.9818181818181818
 LocalEnergy_H1_1733	-4.3	0	5.4	0.990909090909091
 LocalEnergy_H1_1734	-12.4	0	4.5	0.990909090909091
 LocalEnergy_H1_1738	-10.4	0	5.4	0.9575757575757575
 LocalEnergy_H1_173	-7.25	0	7.7	0.9909090909090909
 LocalEnergy_H1_1741	-16.3	0	6.9	0.9636363636363636
 LocalEnergy_H1_1742	-11.0	0	6.9	0.9878787878787879
 LocalEnergy_H1_1743	-6.15	0	5.9	0.9575757575757575
 LocalEnergy_H1_1744	-5.6	0	5.6	0.993939393939394
 LocalEnergy_H1_1745	-14.95	0	4.9	0.9727272727272727
 LocalEnergy_H1_174	-10.9	0	4.5	0.990909090909091
 LocalEnergy_H1_1752	-7.15	0	5.0	0.9666666666666667
 LocalEnergy_H1_1761	-11.35	0	4.0	0.9848484848484849
 LocalEnergy_H1_1762	-9.1	0	4.3	0.9575757575757576
 LocalEnergy_H1_1766	-4.7	0	4.5	0.9727272727272727
 LocalEnergy_H1_1767	-17.3	0	4.8	0.9848484848484849
 LocalEnergy_H1_1768	-20.0	0	4.5	0.9500000000000001
 LocalEnergy_H1_1769	-7.65	0	4.5	0.990909090909091
 LocalEnergy_H1_176	-5.8	0	5.4	0.8242424242424242
 LocalEnergy_H1_1772	-9.0	0	5.5	0.9848484848484849
 LocalEnergy_H1_1777	-10.3	0	8.1	0.9787878787878788
 LocalEnergy_H1_1778	-9.25	0	6.9	0.9696969696969697
 LocalEnergy_H1_177	-10.65	0	7.7	0.9818181818181819
 LocalEnergy_H1_1781	-10.35	0	6.9	0.990909090909091
 LocalEnergy_H1_1784	-14.6	0	4.7	0.9454545454545454
 LocalEnergy_H1_1785	-11.15	0	7.3	0.9636363636363636
 LocalEnergy_H1_1790	-9.15	0	5.4	0.9848484848484849
 LocalEnergy_H1_1792	-3.9	0	4.8	0.9787878787878788
 LocalEnergy_H1_179	-2.17	0	4.5	0.9666666666666668
 LocalEnergy_H1_17	-8.35	0	4.1	0.9787878787878788
 LocalEnergy_H1_1800	-15.75	0	5.4	0.9666666666666667
 LocalEnergy_H1_1801	-6.25	0	7.7	1.0
 LocalEnergy_H1_1804	-4.4	0	4.8	0.996969696969697
 LocalEnergy_H1_1807	-9.8	0	6.9	0.9333333333333333
 LocalEnergy_H1_1811	-7.75	0	5.0	0.9787878787878789
 LocalEnergy_H1_1814	-19.6	0	5.4	0.9484848484848485
 LocalEnergy_H1_1818	-6.6	0	5.0	0.9424242424242424
 LocalEnergy_H1_1819	-17.8	0	5.4	0.9484848484848485
 LocalEnergy_H1_1821	-9.55	0	4.0	0.9151515151515152
 LocalEnergy_H1_1823	-7.9	0	5.0	0.9878787878787879
 LocalEnergy_H1_1824	-12.4	0	7.7	0.9651515151515151
 LocalEnergy_H1_1825	-14.05	0	4.6	0.9393939393939393
 LocalEnergy_H1_1827	-11.9	0	5.4	0.9757575757575758
 LocalEnergy_H1_1828	-10.55	0	8.2	0.9787878787878789
 LocalEnergy_H1_1829	-12.7	0	4.5	0.9575757575757576
