ID	StemEnergy5p	StemEnergy3p	LoopEnergy	DMS_distal
 LocalEnergy_B2_1338	-4.55	-7.1	2.8	0.8704545454545455
 LocalEnergy_B2_1339	-3.45	-20.8	2.8	0.9227272727272728
 LocalEnergy_B2_133	-9.4	-4.2	4.7	0.9227272727272726
 LocalEnergy_B2_1340	-16.9	-11.1	4.0	0.9772727272727272
 LocalEnergy_B2_1342	-11.9	-2.4	4.4	0.9340909090909091
 LocalEnergy_B2_1343	-5.45	-13.2	4.7	0.9090909090909091
 LocalEnergy_B2_1344	-10.2	-2.0	4.6	0.8
 LocalEnergy_B2_1345	-15.0	-22.5	1.7	0.9954545454545454
 LocalEnergy_B2_1346	-14.25	-8.2	3.6	0.9045454545454544
 LocalEnergy_B2_1347	-4.85	-16.45	3.6	0.95
 LocalEnergy_B2_1348	-17.05	-4.65	2.9	0.9181818181818181
 LocalEnergy_B2_1349	-12.4	-4.4	0.373	0.975
 LocalEnergy_B2_134	-7.25	-6.35	0.073	0.9772727272727273
 LocalEnergy_B2_1350	-15.7	-23.75	3.6	0.9954545454545454
 LocalEnergy_B2_1351	-11.45	-7.9	3.6	0.9363636363636364
 LocalEnergy_B2_1352	-8.6	-27.05	0.073	0.9090909090909092
 LocalEnergy_B2_1353	-14.0	-2.4	4.0	0.825
 LocalEnergy_B2_1354	-15.4	-4.9	4.0	0.868181818181818
 LocalEnergy_B2_1355	-16.1	-12.65	2.8	0.9181818181818181
 LocalEnergy_B2_1356	-19.0	-9.55	4.7	0.9431818181818181
 LocalEnergy_B2_1357	-11.9	-16.9	0.073	0.8068181818181818
 LocalEnergy_B2_1358	-10.8	-6.0	2.8	0.9068181818181819
 LocalEnergy_B2_1359	-10.4	-6.85	4.0	0.8954545454545454
 LocalEnergy_B2_135	-18.35	-7.77	0.273	0.9636363636363636
 LocalEnergy_B2_1360	-6.9	-3.75	4.6	0.9181818181818182
 LocalEnergy_B2_1361	-2.6	-7.0	4.8	0.9181818181818182
 LocalEnergy_B2_1362	-17.45	-8.9	4.7	0.9954545454545455
 LocalEnergy_B2_1363	-5.2	-14.35	4.7	0.8477272727272728
 LocalEnergy_B2_1364	-15.5	-12.55	3.2	0.9954545454545454
 LocalEnergy_B2_1365	-13.15	-3.7	3.6	0.809090909090909
 LocalEnergy_B2_1366	-16.5	-14.4	4.0	0.9727272727272728
 LocalEnergy_B2_1367	-19.65	-2.05	1.4	0.8977272727272728
 LocalEnergy_B2_1368	-12.55	-3.4	4.8	0.8068181818181819
 LocalEnergy_B2_1369	-21.6	-4.7	3.2	0.8477272727272728
 LocalEnergy_B2_136	-10.8	-5.3	4.8	0.9318181818181818
 LocalEnergy_B2_1370	-10.35	-3.3	4.0	0.8409090909090908
 LocalEnergy_B2_1371	-17.7	-18.2	2.8	0.9454545454545455
 LocalEnergy_B2_1372	-7.7	-21.65	4.7	0.9409090909090909
 LocalEnergy_B2_1373	-6.7	-7.15	4.7	0.9863636363636363
 LocalEnergy_B2_1374	-13.95	-8.35	4.4	0.8954545454545455
 LocalEnergy_B2_1375	-9.2	-3.4	4.7	0.8681818181818182
 LocalEnergy_B2_1376	-9.45	-14.5	4.6	1.0
 LocalEnergy_B2_1377	-6.3	-7.35	2.5	0.8954545454545455
 LocalEnergy_B2_1378	-2.0	-13.5	4.0	0.9318181818181818
 LocalEnergy_B2_1379	-2.0	-15.65	4.8	0.7090909090909091
 LocalEnergy_B2_137	-10.9	-7.8	1.7	0.9181818181818182
 LocalEnergy_B2_1380	-9.15	-7.77	4.4	0.9090909090909091
 LocalEnergy_B2_1381	-7.77	-22.55	4.7	0.925
 LocalEnergy_B2_1382	-12.3	-6.6	4.0	0.7613636363636365
 LocalEnergy_B2_1383	-11.3	-18.75	4.0	0.9477272727272728
 LocalEnergy_B2_1384	-6.6	-21.5	2.8	0.9090909090909091
 LocalEnergy_B2_1385	-2.2	-15.6	2.8	0.9181818181818181
 LocalEnergy_B2_1386	-12.55	-19.15	2.8	0.8999999999999999
 LocalEnergy_B2_1387	-6.9	-8.9	3.2	0.9545454545454546
 LocalEnergy_B2_1388	-14.25	-6.8	4.6	0.8954545454545455
 LocalEnergy_B2_1389	-8.2	-11.2	2.8	0.9227272727272726
 LocalEnergy_B2_138	-7.1	-8.65	3.2	0.8954545454545453
 LocalEnergy_B2_1390	-14.1	-10.45	2.7	0.9613636363636363
 LocalEnergy_B2_1391	-5.27	-19.35	3.2	0.9681818181818183
 LocalEnergy_B2_1392	-2.0	-11.85	3.2	0.7909090909090909
 LocalEnergy_B2_1393	-8.9	-9.6	3.2	0.9136363636363636
 LocalEnergy_B2_1394	-7.8	-3.3	4.4	0.9272727272727274
 LocalEnergy_B2_1395	-25.6	-8.45	2.8	0.990909090909091
 LocalEnergy_B2_1396	-6.5	-15.4	1.4	0.9863636363636363
 LocalEnergy_B2_1397	-17.65	-9.55	4.0	0.9659090909090909
 LocalEnergy_B2_1398	-20.0	-10.3	2.8	0.8613636363636363
 LocalEnergy_B2_1399	-15.45	-6.25	1.7	0.9272727272727272
 LocalEnergy_B2_139	-22.5	-4.9	4.6	0.9545454545454546
 LocalEnergy_B2_13	-3.45	-7.3	4.0	0.8772727272727273
 LocalEnergy_B2_1400	-15.5	-7.05	4.6	0.8954545454545455
 LocalEnergy_B2_1401	-11.2	-11.15	3.2	0.8363636363636364
 LocalEnergy_B2_1402	-4.55	-3.6	4.4	0.7318181818181818
 LocalEnergy_B2_1403	-8.3	-8.77	4.8	0.9318181818181818
 LocalEnergy_B2_1404	-2.9	-9.1	4.0	0.8863636363636364
 LocalEnergy_B2_1405	-7.45	-30.95	0.4	0.8431818181818181
 LocalEnergy_B2_1406	-8.9	-14.9	3.6	0.9409090909090908
 LocalEnergy_B2_1407	-10.75	-17.55	4.0	0.9454545454545453
 LocalEnergy_B2_1408	-10.7	-14.2	3.2	0.9954545454545454
 LocalEnergy_B2_1409	-6.35	-17.4	4.4	0.9909090909090909
 LocalEnergy_B2_140	-5.4	-17.15	4.4	0.9181818181818182
 LocalEnergy_B2_1410	-15.9	-11.65	4.0	0.9090909090909091
 LocalEnergy_B2_1411	-11.95	-2.9	4.0	0.8681818181818182
 LocalEnergy_B2_1412	-8.2	-15.4	4.0	0.95
 LocalEnergy_B2_1413	-9.1	-21.0	4.7	0.959090909090909
 LocalEnergy_B2_1414	-17.45	-7.4	3.2	0.8931818181818181
 LocalEnergy_B2_1415	-6.9	-8.65	4.7	0.9318181818181818
 LocalEnergy_B2_1416	-14.25	-12.5	3.6	1.0
 LocalEnergy_B2_1417	-24.75	-5.47	2.8	0.9954545454545454
 LocalEnergy_B2_1418	-15.95	-6.0	3.6	0.8977272727272728
 LocalEnergy_B2_1419	-12.45	-7.8	2.8	0.9363636363636364
 LocalEnergy_B2_141	-3.7	-8.75	4.8	0.890909090909091
 LocalEnergy_B2_1420	-18.85	-14.25	3.2	0.9772727272727273
 LocalEnergy_B2_1421	-1.57	-3.3	2.8	0.8977272727272728
 LocalEnergy_B2_1422	-9.1	-9.25	4.7	0.9272727272727272
 LocalEnergy_B2_1424	-18.35	-6.15	0.5	0.9772727272727273
 LocalEnergy_B2_1425	-2.37	-10.3	2.8	0.9818181818181818
 LocalEnergy_B2_1426	-3.85	-22.25	4.6	0.9068181818181819
 LocalEnergy_B2_1427	-10.75	-11.5	2.8	0.8227272727272728
 LocalEnergy_B2_1428	-30.1	-9.57	3.6	0.9863636363636363
 LocalEnergy_B2_1429	-7.6	-14.75	4.6	0.8954545454545455
 LocalEnergy_B2_142	-5.95	-8.3	2.8	0.8999999999999999
 LocalEnergy_B2_1430	-7.4	-4.8	3.6	0.8931818181818183
 LocalEnergy_B2_1431	-13.75	-11.8	2.8	0.9522727272727272
 LocalEnergy_B2_1432	-3.65	-6.0	4.7	0.7818181818181819
 LocalEnergy_B2_1433	-6.7	-12.45	3.6	0.9090909090909092
 LocalEnergy_B2_1434	-17.6	-7.6	2.8	0.7727272727272727
 LocalEnergy_B2_1435	-21.5	-19.8	0.373	0.9795454545454545
 LocalEnergy_B2_1436	-14.25	-14.5	1.4	0.8977272727272728
 LocalEnergy_B2_1437	-15.2	-9.35	4.8	0.8500000000000001
 LocalEnergy_B2_1438	-2.0	-7.75	4.7	0.9681818181818183
 LocalEnergy_B2_1439	-11.65	-12.3	4.4	0.9204545454545455
 LocalEnergy_B2_143	-2.4	-14.3	4.7	0.9136363636363636
 LocalEnergy_B2_1440	-10.5	-16.7	3.6	0.9681818181818181
 LocalEnergy_B2_1441	-8.1	-12.85	2.7	0.9045454545454544
 LocalEnergy_B2_1442	-33.8	-5.95	3.6	0.9500000000000001
 LocalEnergy_B2_1443	-9.85	-12.65	3.2	0.9272727272727272
 LocalEnergy_B2_1444	-16.8	-8.95	3.6	0.9272727272727272
 LocalEnergy_B2_1445	-6.9	-9.75	3.6	0.9772727272727273
 LocalEnergy_B2_1446	-9.0	-17.5	2.8	0.9613636363636364
 LocalEnergy_B2_1447	-9.1	-9.35	3.2	0.95
 LocalEnergy_B2_1448	-22.75	-3.9	4.4	0.8818181818181817
 LocalEnergy_B2_144	-9.75	-9.4	1.7	0.8954545454545455
 LocalEnergy_B2_1450	-7.0	-28.9	4.4	0.9863636363636364
 LocalEnergy_B2_1451	-10.0	-22.45	0.5	0.9363636363636364
 LocalEnergy_B2_1452	-2.9	-16.55	4.4	0.9727272727272728
 LocalEnergy_B2_1453	-7.9	-18.25	4.6	0.9954545454545454
 LocalEnergy_B2_1454	-24.3	-12.45	2.8	0.9659090909090909
 LocalEnergy_B2_1455	-6.2	-13.95	3.6	0.9590909090909092
 LocalEnergy_B2_1456	-9.1	-23.4	2.8	0.8909090909090908
 LocalEnergy_B2_1457	-5.3	-7.15	4.8	0.9545454545454546
 LocalEnergy_B2_1458	-4.4	-6.95	3.6	0.7454545454545455
 LocalEnergy_B2_1459	-4.5	-7.05	3.2	0.9409090909090909
 LocalEnergy_B2_145	-15.05	-15.5	3.2	0.9818181818181818
 LocalEnergy_B2_1460	-11.6	-6.5	4.8	0.8772727272727273
 LocalEnergy_B2_1461	-3.65	-19.7	3.6	0.9045454545454545
 LocalEnergy_B2_1462	-8.35	-8.8	3.6	0.9545454545454546
 LocalEnergy_B2_1463	-1.8	-3.65	4.8	0.9272727272727274
 LocalEnergy_B2_1464	-6.15	-4.5	3.6	0.85
 LocalEnergy_B2_1465	-11.6	-11.9	2.8	0.9681818181818181
 LocalEnergy_B2_1466	-20.9	-7.45	4.4	0.8795454545454545
 LocalEnergy_B2_1467	-22.0	-10.95	4.4	0.9818181818181818
 LocalEnergy_B2_1468	-13.25	-18.5	2.9	0.9113636363636363
 LocalEnergy_B2_1469	-21.85	-7.6	2.8	0.8431818181818181
 LocalEnergy_B2_146	-5.95	-9.9	4.6	0.9681818181818183
 LocalEnergy_B2_1470	-24.05	-5.8	4.0	0.9090909090909091
 LocalEnergy_B2_1471	-12.75	-4.2	2.8	0.9363636363636363
 LocalEnergy_B2_1472	-1.77	-19.2	3.2	0.9772727272727273
 LocalEnergy_B2_1473	-14.05	-13.75	4.4	0.95
 LocalEnergy_B2_1474	-9.1	-14.15	4.6	0.9045454545454547
 LocalEnergy_B2_1475	-5.45	-10.8	4.4	0.9136363636363637
 LocalEnergy_B2_1476	-14.0	-17.8	0.5	0.9386363636363636
 LocalEnergy_B2_1477	-8.15	-12.6	4.4	0.9136363636363636
 LocalEnergy_B2_1478	-2.4	-10.9	3.6	0.9409090909090908
 LocalEnergy_B2_1479	-8.0	-4.7	3.2	0.9181818181818181
 LocalEnergy_B2_147	-5.2	-5.8	4.0	0.9636363636363636
 LocalEnergy_B2_1480	-4.75	-23.7	2.9	0.8863636363636364
 LocalEnergy_B2_1481	-8.8	-3.7	3.2	0.893181818181818
 LocalEnergy_B2_1482	-8.8	-3.37	4.7	0.8681818181818182
 LocalEnergy_B2_1483	-12.55	-5.4	4.4	0.7545454545454545
 LocalEnergy_B2_1484	-3.35	-14.25	2.5	0.9045454545454545
 LocalEnergy_B2_1485	-7.1	-20.65	4.8	0.9863636363636363
 LocalEnergy_B2_1486	-6.05	-19.75	3.6	0.9409090909090909
 LocalEnergy_B2_1487	-11.25	-14.8	4.0	0.9090909090909092
 LocalEnergy_B2_1488	-3.65	-15.25	4.0	0.8772727272727272
 LocalEnergy_B2_1489	-4.4	-16.1	4.7	0.8999999999999999
 LocalEnergy_B2_148	-10.55	-15.65	4.4	1.0
 LocalEnergy_B2_1490	-6.1	-30.5	2.8	0.9772727272727273
 LocalEnergy_B2_1491	-4.3	-10.5	4.8	0.9318181818181818
 LocalEnergy_B2_1492	-7.9	-4.9	4.7	0.9522727272727273
 LocalEnergy_B2_1493	-8.6	-11.8	1.6	0.9386363636363637
 LocalEnergy_B2_1494	-12.4	-5.4	4.8	0.7613636363636365
 LocalEnergy_B2_1495	-7.4	-11.1	4.0	0.9659090909090908
 LocalEnergy_B2_1496	-6.35	-6.9	3.6	0.9454545454545455
 LocalEnergy_B2_1497	-11.5	-3.55	4.4	0.9022727272727273
 LocalEnergy_B2_1498	-9.15	-19.15	4.7	0.9954545454545455
 LocalEnergy_B2_1499	-3.3	-6.9	4.7	0.9249999999999999
 LocalEnergy_B2_149	-7.6	-6.95	3.6	0.75
 LocalEnergy_B2_14	-4.95	-16.6	3.2	0.9590909090909091
 LocalEnergy_B2_1500	-13.5	-20.6	0.5	0.9863636363636364
 LocalEnergy_B2_1501	-3.75	-23.2	4.0	0.9363636363636364
 LocalEnergy_B2_1502	-7.8	-14.35	4.6	1.0
 LocalEnergy_B2_1503	-4.85	-11.9	4.7	0.9090909090909091
 LocalEnergy_B2_1504	-2.8	-4.5	3.6	0.8545454545454545
 LocalEnergy_B2_1505	-13.3	-22.25	3.6	0.9863636363636363
 LocalEnergy_B2_1506	-12.65	-5.4	4.0	0.8454545454545455
 LocalEnergy_B2_1507	-4.3	-5.4	4.6	0.8636363636363636
 LocalEnergy_B2_1508	-17.45	-9.25	4.6	1.0
 LocalEnergy_B2_1509	-14.2	-18.1	4.4	0.9500000000000001
 LocalEnergy_B2_150	-9.4	-13.65	4.8	0.9477272727272726
 LocalEnergy_B2_1510	-9.35	-10.95	3.2	0.959090909090909
 LocalEnergy_B2_1511	-9.85	-8.95	2.5	0.9681818181818181
 LocalEnergy_B2_1512	-20.75	-5.1	4.7	0.8863636363636365
 LocalEnergy_B2_1513	-11.85	-2.2	3.2	0.7886363636363636
 LocalEnergy_B2_1514	-6.9	-26.25	3.6	0.9181818181818182
 LocalEnergy_B2_1515	-12.1	-11.55	4.4	0.95
 LocalEnergy_B2_1516	-21.15	-9.8	3.2	0.9704545454545455
 LocalEnergy_B2_1517	-3.75	-11.85	1.7	0.9954545454545454
 LocalEnergy_B2_1518	-7.35	-11.8	4.4	0.9045454545454545
 LocalEnergy_B2_1519	-10.35	-3.95	4.7	0.8272727272727273
 LocalEnergy_B2_151	-12.5	-16.3	4.0	0.9727272727272727
 LocalEnergy_B2_1520	-3.75	-11.05	2.9	0.9386363636363636
 LocalEnergy_B2_1521	-16.55	-8.3	4.4	0.959090909090909
 LocalEnergy_B2_1522	-2.37	-9.4	4.4	0.8795454545454544
 LocalEnergy_B2_1523	-12.1	-14.5	3.6	0.9318181818181818
 LocalEnergy_B2_1524	-3.95	-10.05	4.7	0.8818181818181818
 LocalEnergy_B2_1525	-14.4	-9.2	2.8	0.9363636363636364
 LocalEnergy_B2_1526	-7.5	-3.7	3.2	0.8545454545454545
 LocalEnergy_B2_1527	-10.75	-6.5	4.0	0.9363636363636363
 LocalEnergy_B2_1528	-18.0	-7.45	4.8	0.9818181818181818
 LocalEnergy_B2_1529	-5.45	-9.8	4.7	0.9272727272727272
 LocalEnergy_B2_152	-13.95	-14.8	4.4	0.9818181818181817
 LocalEnergy_B2_1530	-15.0	-9.45	2.8	0.9272727272727272
 LocalEnergy_B2_1531	-8.7	-8.9	4.7	0.9409090909090909
 LocalEnergy_B2_1532	-12.4	-6.05	1.7	0.9340909090909091
 LocalEnergy_B2_1533	-7.6	-25.7	0.373	0.7204545454545455
 LocalEnergy_B2_1534	-13.2	-5.8	4.7	0.8772727272727273
 LocalEnergy_B2_1535	-10.4	-7.8	4.0	0.7431818181818182
 LocalEnergy_B2_1536	-3.45	-23.8	4.4	0.9181818181818182
 LocalEnergy_B2_1537	-9.3	-5.4	4.4	0.7681818181818181
 LocalEnergy_B2_1538	-8.55	-21.6	4.8	0.95
 LocalEnergy_B2_1539	-25.45	-2.3	4.7	0.6568181818181819
 LocalEnergy_B2_153	-2.3	-18.65	4.4	0.9636363636363636
 LocalEnergy_B2_1540	-4.2	-11.7	4.8	0.8477272727272727
 LocalEnergy_B2_1541	-23.45	-4.0	4.7	0.8659090909090909
 LocalEnergy_B2_1542	-14.9	-5.15	3.2	0.8818181818181818
 LocalEnergy_B2_1543	-1.77	-11.3	4.4	0.9227272727272727
 LocalEnergy_B2_1544	-6.7	-10.2	4.4	0.9318181818181818
 LocalEnergy_B2_1545	-10.3	-13.2	2.8	0.9727272727272728
 LocalEnergy_B2_1546	-17.5	-5.1	4.4	0.8318181818181819
 LocalEnergy_B2_1547	-17.7	-5.85	2.5	0.8954545454545455
 LocalEnergy_B2_1548	-23.2	-10.8	3.2	0.95
 LocalEnergy_B2_1549	-14.95	-4.15	4.4	0.890909090909091
 LocalEnergy_B2_154	-13.4	-7.0	2.8	0.9
 LocalEnergy_B2_1550	-19.0	-7.0	3.6	0.9181818181818182
 LocalEnergy_B2_1551	-9.35	-16.05	4.6	0.9636363636363636
 LocalEnergy_B2_1552	-7.85	-28.75	1.7	0.9863636363636363
 LocalEnergy_B2_1553	-1.8	-14.55	4.4	0.9227272727272727
 LocalEnergy_B2_1554	-16.1	-8.35	1.6	0.9113636363636364
 LocalEnergy_B2_1555	-12.4	-26.1	-0.927	0.9181818181818182
 LocalEnergy_B2_1556	-9.4	-5.6	4.4	0.8818181818181818
 LocalEnergy_B2_1557	-17.3	-4.3	2.8	0.8750000000000001
 LocalEnergy_B2_1558	-6.45	-10.2	2.7	0.9636363636363636
 LocalEnergy_B2_1559	-9.2	-10.3	4.6	0.9545454545454545
 LocalEnergy_B2_1560	-6.6	-15.35	4.0	0.9363636363636364
 LocalEnergy_B2_1561	-5.3	-26.05	1.7	0.8954545454545455
 LocalEnergy_B2_1562	-3.7	-4.2	4.8	0.9045454545454547
 LocalEnergy_B2_1563	-3.65	-26.9	2.8	0.9454545454545454
 LocalEnergy_B2_1564	-22.4	-6.15	2.7	0.95
 LocalEnergy_B2_1565	-4.85	-21.0	3.2	0.9227272727272726
 LocalEnergy_B2_1566	-14.8	-15.8	4.8	0.9590909090909091
 LocalEnergy_B2_1567	-8.4	-6.2	3.6	0.7840909090909091
 LocalEnergy_B2_1568	-3.85	-12.5	4.6	0.7272727272727273
 LocalEnergy_B2_1569	-9.75	-9.9	0.4	0.9681818181818183
 LocalEnergy_B2_156	-12.25	-10.2	3.6	0.9318181818181818
 LocalEnergy_B2_1570	-14.4	-15.7	0.373	0.8613636363636363
 LocalEnergy_B2_1571	-8.8	-8.45	3.6	0.9045454545454545
 LocalEnergy_B2_1572	-18.05	-7.9	2.5	0.9772727272727273
 LocalEnergy_B2_1573	-7.35	-11.2	3.6	0.95
 LocalEnergy_B2_1574	-4.4	-4.8	4.6	0.9090909090909091
 LocalEnergy_B2_1575	-6.0	-12.4	2.8	0.9590909090909091
 LocalEnergy_B2_1576	-9.85	-13.4	2.8	0.9545454545454546
 LocalEnergy_B2_1577	-9.5	-18.65	2.8	0.9954545454545454
 LocalEnergy_B2_1578	-8.9	-10.75	4.6	0.7545454545454546
 LocalEnergy_B2_1579	-15.65	-8.1	3.6	0.9090909090909091
 LocalEnergy_B2_157	-12.05	-17.5	1.6	0.9295454545454546
 LocalEnergy_B2_1580	-6.25	-21.75	0.073	0.8477272727272728
 LocalEnergy_B2_1581	-19.55	-11.3	0.373	0.9636363636363636
 LocalEnergy_B2_1582	-18.9	-6.35	3.2	0.9409090909090909
 LocalEnergy_B2_1583	-10.25	-7.9	1.7	0.9409090909090909
 LocalEnergy_B2_1584	-3.3	-3.6	4.4	0.8772727272727272
 LocalEnergy_B2_1585	-2.2	-10.75	4.8	0.9136363636363637
 LocalEnergy_B2_1586	-13.7	-13.15	1.4	0.8954545454545454
 LocalEnergy_B2_1587	-19.4	-6.5	2.8	0.9409090909090909
 LocalEnergy_B2_1588	-13.75	-9.9	3.2	0.9227272727272727
 LocalEnergy_B2_1589	-7.05	-8.75	0.373	0.9727272727272727
 LocalEnergy_B2_158	-10.9	-11.1	2.8	0.9545454545454546
 LocalEnergy_B2_1590	-6.6	-13.75	2.8	0.9772727272727272
 LocalEnergy_B2_1591	-20.35	-6.7	4.4	0.8818181818181817
 LocalEnergy_B2_1592	-6.05	-10.25	3.6	0.8909090909090909
 LocalEnergy_B2_1593	-8.2	-9.1	4.6	0.95
 LocalEnergy_B2_1594	-21.95	-2.85	1.7	0.9227272727272726
 LocalEnergy_B2_1595	-11.25	-12.0	2.7	0.9363636363636364
 LocalEnergy_B2_1596	-10.0	-4.7	4.8	0.7954545454545454
 LocalEnergy_B2_1597	-3.85	-15.0	4.6	0.85
 LocalEnergy_B2_1598	-22.1	-3.3	2.8	0.9249999999999999
 LocalEnergy_B2_1599	-1.8	-10.45	3.6	1.0
 LocalEnergy_B2_159	-6.7	-9.1	4.0	0.8999999999999999
 LocalEnergy_B2_15	-15.4	-13.0	2.8	0.818181818181818
 LocalEnergy_B2_1600	-24.95	-2.2	4.0	0.8999999999999999
 LocalEnergy_B2_1601	-10.0	-5.8	2.8	1.0
 LocalEnergy_B2_1602	-12.5	-2.4	2.8	0.9227272727272727
 LocalEnergy_B2_1603	-18.05	-2.4	3.6	0.8272727272727272
 LocalEnergy_B2_1604	-6.35	-11.4	4.8	0.8409090909090909
 LocalEnergy_B2_1605	-4.75	-16.85	4.6	0.9181818181818181
 LocalEnergy_B2_1606	-20.2	-2.5	4.7	0.7681818181818182
 LocalEnergy_B2_1607	-29.35	-10.1	3.6	0.990909090909091
 LocalEnergy_B2_1608	-19.05	-7.15	3.6	0.5931818181818183
 LocalEnergy_B2_1609	-26.7	-6.7	4.6	0.6909090909090909
 LocalEnergy_B2_160	-13.8	-21.65	2.8	0.9954545454545456
 LocalEnergy_B2_1610	-13.7	-14.05	4.8	0.9227272727272727
 LocalEnergy_B2_1611	-16.1	-21.85	1.6	0.9318181818181819
 LocalEnergy_B2_1612	-20.0	-20.1	2.8	0.8977272727272728
 LocalEnergy_B2_1613	-13.75	-3.75	4.0	0.8727272727272727
 LocalEnergy_B2_1614	-5.1	-23.0	0.5	0.9159090909090909
 LocalEnergy_B2_1615	-14.95	-4.6	3.6	0.8613636363636363
 LocalEnergy_B2_1616	-7.4	-9.0	4.8	0.9681818181818181
 LocalEnergy_B2_1617	-7.6	-3.3	2.8	0.9363636363636363
 LocalEnergy_B2_1618	-10.65	-4.5	4.6	0.8863636363636365
 LocalEnergy_B2_1619	-12.55	-15.5	4.6	0.9590909090909091
 LocalEnergy_B2_161	-9.7	-17.35	4.4	0.9818181818181818
 LocalEnergy_B2_1620	-10.3	-19.15	4.6	0.9090909090909091
 LocalEnergy_B2_1621	-19.35	-2.3	3.2	0.8386363636363635
 LocalEnergy_B2_1622	-7.4	-10.25	4.0	0.9636363636363636
 LocalEnergy_B2_1623	-7.65	-19.85	4.0	0.9727272727272728
 LocalEnergy_B2_1624	-11.95	-14.25	4.4	0.9249999999999999
 LocalEnergy_B2_1625	-10.25	-12.25	2.9	1.0
 LocalEnergy_B2_1626	-2.2	-25.9	3.2	0.9636363636363636
 LocalEnergy_B2_1627	-3.65	-25.1	0.5	0.9590909090909091
 LocalEnergy_B2_1628	-13.9	-18.15	4.4	0.9227272727272726
 LocalEnergy_B2_1629	-8.7	-4.15	4.6	0.9272727272727272
 LocalEnergy_B2_162	-13.3	-5.45	4.8	0.875
 LocalEnergy_B2_1630	-7.25	-5.6	4.7	0.8954545454545454
 LocalEnergy_B2_1631	-4.2	-7.6	4.8	0.9136363636363636
 LocalEnergy_B2_1632	-10.15	-3.75	2.9	0.8999999999999999
 LocalEnergy_B2_1633	-5.95	-15.8	0.073	0.9818181818181818
 LocalEnergy_B2_1634	-5.1	-13.05	3.2	0.9181818181818182
 LocalEnergy_B2_1635	-8.35	-4.4	2.8	0.8727272727272727
 LocalEnergy_B2_1636	-1.8	-4.2	4.0	0.8181818181818182
 LocalEnergy_B2_1637	-18.7	-7.15	2.8	0.9409090909090909
 LocalEnergy_B2_1638	-11.65	-4.15	1.6	0.9454545454545455
 LocalEnergy_B2_1639	-5.05	-8.1	4.4	0.8818181818181817
 LocalEnergy_B2_163	-12.3	-7.5	4.8	0.9454545454545454
 LocalEnergy_B2_1640	-7.75	-8.35	2.9	0.9409090909090909
 LocalEnergy_B2_1641	-17.35	-10.8	4.6	0.9227272727272727
 LocalEnergy_B2_1642	-3.95	-5.25	3.6	0.6886363636363636
 LocalEnergy_B2_1643	-4.4	-18.1	2.8	0.8909090909090909
 LocalEnergy_B2_1644	-21.7	-10.6	2.8	0.8886363636363637
 LocalEnergy_B2_1645	-9.55	-11.3	3.6	0.9590909090909091
 LocalEnergy_B2_1646	-7.15	-15.0	4.6	0.7863636363636364
 LocalEnergy_B2_1647	-11.4	-7.25	4.8	0.8772727272727273
 LocalEnergy_B2_1648	-7.9	-8.25	2.8	0.9568181818181818
 LocalEnergy_B2_1649	-19.0	-5.3	4.6	0.85
 LocalEnergy_B2_164	-2.4	-15.25	4.8	0.9636363636363636
 LocalEnergy_B2_1650	-8.45	-11.65	2.8	0.8727272727272728
 LocalEnergy_B2_1652	-14.65	-9.7	4.6	0.9727272727272727
 LocalEnergy_B2_1653	-18.55	-11.5	4.6	0.8545454545454545
 LocalEnergy_B2_1654	-7.3	-6.25	4.0	0.9022727272727272
 LocalEnergy_B2_1655	-19.3	-11.0	2.8	0.9181818181818181
 LocalEnergy_B2_1656	-13.95	-1.8	4.4	0.7227272727272728
 LocalEnergy_B2_1657	-9.25	-17.35	2.8	0.9022727272727272
 LocalEnergy_B2_1658	-2.1	-13.85	4.4	0.9954545454545455
 LocalEnergy_B2_1659	-3.3	-6.05	3.6	0.9181818181818181
 LocalEnergy_B2_165	-18.35	-8.77	4.8	0.9227272727272726
 LocalEnergy_B2_1660	-12.5	-7.25	4.6	0.85
 LocalEnergy_B2_1661	-3.65	-12.55	2.8	0.9545454545454545
 LocalEnergy_B2_1662	-21.15	-13.3	3.2	1.0
 LocalEnergy_B2_1663	-15.95	-11.55	2.8	0.8863636363636364
 LocalEnergy_B2_1664	-15.35	-10.2	3.6	0.9363636363636363
 LocalEnergy_B2_1665	-4.6	-28.1	3.2	0.9454545454545454
 LocalEnergy_B2_1666	-22.0	-10.35	1.4	0.9090909090909091
 LocalEnergy_B2_1667	-10.15	-13.55	3.2	0.9590909090909091
 LocalEnergy_B2_1668	-14.5	-2.4	4.7	0.8454545454545455
 LocalEnergy_B2_1669	-16.6	-15.2	2.8	0.9272727272727272
 LocalEnergy_B2_166	-10.45	-6.7	4.4	0.8727272727272728
 LocalEnergy_B2_1670	-5.47	-22.3	2.8	0.9045454545454545
 LocalEnergy_B2_1671	-2.4	-12.05	2.8	0.9772727272727273
 LocalEnergy_B2_1672	-13.6	-21.4	4.4	0.9727272727272727
 LocalEnergy_B2_1673	-15.1	-6.35	0.5	0.8795454545454545
 LocalEnergy_B2_1674	-25.7	-13.7	3.2	1.0
 LocalEnergy_B2_1675	-15.8	-17.25	4.0	0.95
 LocalEnergy_B2_1676	-11.0	-13.75	0.4	0.9386363636363636
 LocalEnergy_B2_1677	-11.3	-6.35	4.7	0.884090909090909
