ID	StemEnergy5p	StemEnergy3p	LoopEnergy	DMS_local
 LocalEnergy_I1.1_1653	-14.3	-6.9	3.4	0.988095238095238
 LocalEnergy_I1.1_1654	-6.45	-10.45	8.0	0.7454545454545454
 LocalEnergy_I1.1_1655	-9.55	-6.0	5.1	0.8712121212121212
 LocalEnergy_I1.1_1656	-23.2	-2.37	6.8	0.7832167832167832
 LocalEnergy_I1.1_1657	-10.2	-16.9	3.0	0.78125
 LocalEnergy_I1.1_1658	-4.5	-8.0	4.4	0.9444444444444444
 LocalEnergy_I1.1_1659	-10.3	-13.6	4.9	0.95
 LocalEnergy_I1.1_165	-18.1	-8.65	3.2	0.9444444444444444
 LocalEnergy_I1.1_1660	-8.9	-5.4	5.8	0.9886363636363636
 LocalEnergy_I1.1_1661	-8.35	-8.77	2.3	0.9772727272727273
 LocalEnergy_I1.1_1662	-7.2	-23.6	3.0	0.9333333333333333
 LocalEnergy_I1.1_1663	-5.45	-2.0	6.1	0.7013888888888888
 LocalEnergy_I1.1_1664	-7.45	-15.85	4.2	0.9733333333333334
 LocalEnergy_I1.1_1665	-8.55	-17.5	3.4	0.925
 LocalEnergy_I1.1_1666	-23.9	-6.0	5.1	0.7232142857142858
 LocalEnergy_I1.1_1667	-7.05	-6.25	5.8	0.4722222222222222
 LocalEnergy_I1.1_1668	-10.3	-9.4	3.9	0.7395833333333334
 LocalEnergy_I1.1_1669	-18.0	-14.05	0.813	0.5666666666666667
 LocalEnergy_I1.1_166	-3.85	-15.8	5.9	0.8888888888888888
 LocalEnergy_I1.1_1670	-8.2	-2.8	8.0	0.79
 LocalEnergy_I1.1_1671	-7.45	-7.45	4.1	0.5192307692307693
 LocalEnergy_I1.1_1672	-4.7	-15.35	4.2	0.8717948717948718
 LocalEnergy_I1.1_1673	-11.2	-21.8	4.2	0.9851851851851852
 LocalEnergy_I1.1_1674	-23.4	-11.9	3.2	0.9809523809523809
 LocalEnergy_I1.1_1675	-7.2	-9.1	7.5	0.8333333333333334
 LocalEnergy_I1.1_1676	-6.2	-5.4	6.8	0.5416666666666666
 LocalEnergy_I1.1_1677	-13.3	-11.9	3.7	0.9285714285714286
 LocalEnergy_I1.1_1678	-11.6	-11.3	3.3	0.9305555555555556
 LocalEnergy_I1.1_1679	-6.7	-5.95	7.7	0.4285714285714286
 LocalEnergy_I1.1_167	-20.6	-6.25	3.0	0.9076923076923077
 LocalEnergy_I1.1_1680	-17.85	-3.95	4.6	0.532051282051282
 LocalEnergy_I1.1_1681	-20.05	-9.1	6.1	0.975
 LocalEnergy_I1.1_1682	-5.6	-4.75	5.4	0.6000000000000001
 LocalEnergy_I1.1_1683	-4.5	-14.85	3.7	0.9428571428571428
 LocalEnergy_I1.1_1684	-14.65	-10.5	5.8	0.8125
 LocalEnergy_I1.1_1685	-14.45	-7.45	3.0	0.9545454545454545
 LocalEnergy_I1.1_1686	-11.5	-9.9	3.9	0.9904761904761905
 LocalEnergy_I1.1_1687	-6.5	-17.25	2.6	0.9761904761904762
 LocalEnergy_I1.1_1688	-10.25	-9.75	3.4	0.948051948051948
 LocalEnergy_I1.1_1689	-4.7	-12.55	4.6	0.7840909090909091
 LocalEnergy_I1.1_168	-4.87	-8.35	4.9	0.5252525252525253
 LocalEnergy_I1.1_1690	-7.8	-9.55	7.3	0.9333333333333333
 LocalEnergy_I1.1_1691	-7.3	-18.5	8.0	0.7922077922077921
 LocalEnergy_I1.1_1692	-6.35	-12.2	5.3	0.8484848484848484
 LocalEnergy_I1.1_1693	-13.85	-5.8	4.8	0.8511904761904763
 LocalEnergy_I1.1_1694	-5.2	-4.3	5.8	0.825
 LocalEnergy_I1.1_1695	-9.2	-7.6	4.6	1.0
 LocalEnergy_I1.1_1696	-4.2	-8.7	7.2	0.6535714285714286
 LocalEnergy_I1.1_1697	-17.5	-12.4	4.7	0.9629629629629629
 LocalEnergy_I1.1_1698	-13.85	-2.4	4.6	0.48717948717948717
 LocalEnergy_I1.1_1699	-14.8	-11.65	4.6	0.9090909090909091
 LocalEnergy_I1.1_169	-10.3	-19.7	0.813	0.6904761904761905
 LocalEnergy_I1.1_16	-12.2	-9.45	1.0	0.9636363636363636
 LocalEnergy_I1.1_1700	-6.7	-18.2	3.8	0.8194444444444444
 LocalEnergy_I1.1_1701	-14.15	-4.6	5.8	0.7870370370370371
 LocalEnergy_I1.1_1702	-4.95	-9.2	3.0	0.825
 LocalEnergy_I1.1_1703	-13.1	-10.9	6.1	0.8857142857142857
 LocalEnergy_I1.1_1704	-17.85	-10.3	3.9	0.9285714285714286
 LocalEnergy_I1.1_1705	-6.0	-4.35	6.1	0.6296296296296297
 LocalEnergy_I1.1_1706	-2.4	-12.3	4.6	0.7243589743589743
 LocalEnergy_I1.1_1707	-5.3	-14.2	7.7	0.6713286713286714
 LocalEnergy_I1.1_1708	-3.95	-9.25	5.4	0.7530864197530864
 LocalEnergy_I1.1_1709	-9.35	-6.85	3.2	0.9469696969696969
 LocalEnergy_I1.1_170	-6.27	-2.0	7.7	0.5961538461538461
 LocalEnergy_I1.1_1710	-9.75	-7.75	3.4	1.0
 LocalEnergy_I1.1_1711	-13.3	-17.0	5.8	0.984375
 LocalEnergy_I1.1_1712	-10.2	-7.7	5.8	0.6103896103896104
 LocalEnergy_I1.1_1713	-11.4	-5.0	6.7	0.6000000000000001
 LocalEnergy_I1.1_1714	-1.8	-4.7	8.7	0.5
 LocalEnergy_I1.1_1715	-11.9	-11.4	2.7	1.0
 LocalEnergy_I1.1_1716	-17.5	-7.15	6.0	0.8944444444444445
 LocalEnergy_I1.1_1717	-5.5	-16.15	5.8	0.9821428571428572
 LocalEnergy_I1.1_1718	-9.1	-4.35	4.6	0.7321428571428571
 LocalEnergy_I1.1_1719	-7.75	-16.75	4.4	0.6597222222222222
 LocalEnergy_I1.1_171	-14.25	-6.7	4.6	0.8690476190476191
 LocalEnergy_I1.1_1720	-9.25	-10.0	3.4	1.0
 LocalEnergy_I1.1_1721	-15.3	-8.35	4.6	0.6006944444444445
 LocalEnergy_I1.1_1722	-6.7	-23.5	2.1	0.9384615384615385
 LocalEnergy_I1.1_1723	-5.45	-10.45	1.1	1.0
 LocalEnergy_I1.1_1724	-18.5	-6.5	5.1	1.0
 LocalEnergy_I1.1_1725	-9.65	-5.5	5.1	0.7727272727272727
 LocalEnergy_I1.1_1726	-14.6	-4.6	7.0	0.5979020979020979
 LocalEnergy_I1.1_1727	-18.1	-14.05	6.1	0.9925925925925926
 LocalEnergy_I1.1_1728	-2.37	-15.4	5.2	0.9111111111111112
 LocalEnergy_I1.1_1729	-14.15	-15.8	7.5	1.0
 LocalEnergy_I1.1_172	-6.2	-8.0	3.0	0.9722222222222222
 LocalEnergy_I1.1_1730	-7.6	-11.55	5.3	0.7606060606060606
 LocalEnergy_I1.1_1731	-6.2	-6.3	8.0	0.8166666666666668
 LocalEnergy_I1.1_1732	-6.7	-6.6	5.6	0.8909090909090909
 LocalEnergy_I1.1_1733	-5.8	-6.5	7.0	0.6597222222222223
 LocalEnergy_I1.1_1734	-5.4	-11.15	4.4	0.825
 LocalEnergy_I1.1_1735	-6.45	-10.8	3.4	0.921875
 LocalEnergy_I1.1_1736	-14.9	-6.6	3.3	0.9375
 LocalEnergy_I1.1_1737	-23.65	-7.45	4.6	0.8333333333333334
 LocalEnergy_I1.1_1738	-12.0	-7.8	6.1	0.9166666666666667
 LocalEnergy_I1.1_1739	-11.75	-4.6	5.6	0.5751633986928105
 LocalEnergy_I1.1_173	-12.2	-6.0	6.8	0.7603305785123967
 LocalEnergy_I1.1_1740	-9.95	-25.4	1.3	0.8250000000000001
 LocalEnergy_I1.1_1741	-5.1	-7.25	3.7	0.8240740740740742
 LocalEnergy_I1.1_1742	-5.47	-11.55	3.4	0.7278106508875739
 LocalEnergy_I1.1_1743	-11.4	-11.45	3.2	0.9583333333333333
 LocalEnergy_I1.1_1744	-6.7	-12.1	3.7	0.9600000000000001
 LocalEnergy_I1.1_1745	-11.1	-16.0	3.0	0.85
 LocalEnergy_I1.1_1746	-13.05	-8.35	3.3	1.0
 LocalEnergy_I1.1_1747	-10.6	-2.8	4.8	0.6331168831168831
 LocalEnergy_I1.1_1748	-2.0	-9.9	7.5	0.6875
 LocalEnergy_I1.1_1749	-8.3	-5.0	5.8	0.7792207792207793
 LocalEnergy_I1.1_174	-8.0	-9.15	5.4	0.8776041666666667
 LocalEnergy_I1.1_1750	-13.3	-16.45	4.9	1.0
 LocalEnergy_I1.1_1751	-7.15	-8.5	4.8	0.6799999999999999
 LocalEnergy_I1.1_1752	-2.8	-2.4	4.9	0.29464285714285715
 LocalEnergy_I1.1_1753	-13.5	-10.0	6.1	0.9545454545454546
 LocalEnergy_I1.1_1754	-22.7	-17.95	2.3	0.9305555555555556
 LocalEnergy_I1.1_1755	-7.4	-5.7	3.7	0.9761904761904763
 LocalEnergy_I1.1_1756	-16.8	-5.95	3.7	1.0
 LocalEnergy_I1.1_1757	-5.05	-12.5	1.9	0.96
 LocalEnergy_I1.1_1758	-18.8	-16.65	5.1	0.5982142857142857
 LocalEnergy_I1.1_1759	-3.3	-7.45	3.9	0.6666666666666667
 LocalEnergy_I1.1_175	-8.65	-14.75	1.9	0.8666666666666666
 LocalEnergy_I1.1_1760	-19.25	-7.25	3.0	1.0
 LocalEnergy_I1.1_1761	-5.7	-9.2	6.8	0.9
 LocalEnergy_I1.1_1762	-8.95	-21.1	2.3	1.0
 LocalEnergy_I1.1_1763	-18.8	-12.85	5.9	0.9925925925925926
 LocalEnergy_I1.1_1764	-6.15	-24.25	3.9	0.9464285714285715
 LocalEnergy_I1.1_1765	-6.7	-6.35	5.8	0.9750000000000001
 LocalEnergy_I1.1_1766	-6.7	-16.7	3.3	0.9791666666666666
 LocalEnergy_I1.1_1767	-18.8	-14.05	5.8	1.0
 LocalEnergy_I1.1_1768	-9.55	-16.7	3.7	0.9846153846153847
 LocalEnergy_I1.1_1769	-11.9	-4.5	7.7	0.4391025641025642
 LocalEnergy_I1.1_176	-13.5	-17.6	6.1	1.0
 LocalEnergy_I1.1_1770	-23.35	-10.7	6.1	0.9777777777777777
 LocalEnergy_I1.1_1771	-9.2	-9.45	7.0	0.965034965034965
 LocalEnergy_I1.1_1772	-9.45	-18.3	7.5	0.8974358974358975
 LocalEnergy_I1.1_1773	-10.95	-11.0	3.2	1.0
 LocalEnergy_I1.1_1774	-17.5	-3.9	5.6	0.564935064935065
 LocalEnergy_I1.1_1775	-12.4	-17.6	3.5	0.9603174603174603
 LocalEnergy_I1.1_1776	-6.7	-23.25	3.0	1.0
 LocalEnergy_I1.1_1777	-9.7	-7.05	3.2	0.965034965034965
 LocalEnergy_I1.1_1778	-7.77	-12.4	3.0	0.8555555555555556
 LocalEnergy_I1.1_1779	-3.45	-5.3	4.0	0.9583333333333334
 LocalEnergy_I1.1_177	-10.9	-11.2	3.2	0.9444444444444444
 LocalEnergy_I1.1_1780	-9.85	-7.1	5.8	0.7638888888888888
 LocalEnergy_I1.1_1781	-3.0	-9.2	4.9	0.8484848484848485
 LocalEnergy_I1.1_1782	-11.4	-17.3	2.6	0.9551282051282051
 LocalEnergy_I1.1_1783	-4.5	-18.1	3.6	0.6545454545454545
 LocalEnergy_I1.1_1784	-20.15	-14.5	2.0	0.9642857142857143
 LocalEnergy_I1.1_1785	-9.3	-17.9	3.2	0.8901098901098901
 LocalEnergy_I1.1_1786	-19.9	-4.7	3.0	0.8636363636363636
 LocalEnergy_I1.1_1787	-16.55	-15.45	3.7	1.0
 LocalEnergy_I1.1_1788	-7.15	-14.85	3.7	0.9
 LocalEnergy_I1.1_1789	-8.55	-5.5	3.4	0.9895833333333333
 LocalEnergy_I1.1_178	-2.2	-10.25	3.9	0.9523809523809523
 LocalEnergy_I1.1_1790	-24.9	-4.9	8.0	0.8428571428571429
 LocalEnergy_I1.1_1791	-7.6	-4.8	5.8	0.626984126984127
 LocalEnergy_I1.1_1792	-9.5	-6.6	5.6	1.0
 LocalEnergy_I1.1_1793	-9.57	-9.2	6.3	0.975
 LocalEnergy_I1.1_1794	-8.57	-18.35	5.6	0.8298611111111112
 LocalEnergy_I1.1_1795	-7.6	-22.65	3.8	0.8666666666666667
 LocalEnergy_I1.1_1796	-14.5	-2.4	5.1	0.5734265734265734
 LocalEnergy_I1.1_1797	-4.4	-8.5	7.3	0.6227272727272728
 LocalEnergy_I1.1_1798	-13.3	-14.3	3.3	1.0
 LocalEnergy_I1.1_1799	-2.17	-5.75	3.4	0.9624999999999999
 LocalEnergy_I1.1_179	-23.2	-2.1	0.5	0.8181818181818182
 LocalEnergy_I1.1_17	-9.0	-6.0	6.8	0.43434343434343436
 LocalEnergy_I1.1_1800	-7.9	-16.9	5.6	1.0
 LocalEnergy_I1.1_1802	-18.1	-5.6	5.1	0.8875
 LocalEnergy_I1.1_1803	-7.6	-8.35	4.9	0.9333333333333332
 LocalEnergy_I1.1_1804	-13.3	-7.4	6.5	0.9166666666666667
 LocalEnergy_I1.1_1805	-12.9	-8.55	4.4	0.9318181818181819
 LocalEnergy_I1.1_1806	-9.35	-11.3	4.6	0.9881656804733727
 LocalEnergy_I1.1_1807	-5.05	-17.35	2.3	0.6
 LocalEnergy_I1.1_1808	-4.2	-12.2	3.0	1.0
 LocalEnergy_I1.1_1809	-8.05	-3.95	3.0	0.96
 LocalEnergy_I1.1_180	-4.5	-20.9	4.6	0.5976331360946746
 LocalEnergy_I1.1_1810	-3.3	-16.25	1.9	0.7051282051282051
 LocalEnergy_I1.1_1811	-4.3	-13.1	5.1	0.8452380952380953
 LocalEnergy_I1.1_1812	-7.9	-4.8	7.3	0.9500000000000001
 LocalEnergy_I1.1_1813	-4.5	-9.8	3.0	0.9750000000000001
 LocalEnergy_I1.1_1814	-13.2	-9.0	3.0	0.9882352941176471
 LocalEnergy_I1.1_1815	-18.25	-9.9	3.7	0.9714285714285714
 LocalEnergy_I1.1_1816	-26.0	-5.5	6.1	0.8357142857142856
 LocalEnergy_I1.1_1817	-10.15	-11.5	4.6	0.9053254437869822
 LocalEnergy_I1.1_1818	-10.45	-10.3	4.7	0.7698863636363636
 LocalEnergy_I1.1_1819	-4.95	-20.0	6.6	0.8547008547008548
 LocalEnergy_I1.1_181	-4.15	-11.8	8.2	0.8409090909090909
 LocalEnergy_I1.1_1820	-1.77	-10.2	4.4	0.7909090909090909
 LocalEnergy_I1.1_1821	-8.25	-7.5	3.7	0.9696969696969696
 LocalEnergy_I1.1_1822	-8.5	-11.4	7.3	0.5371900826446281
 LocalEnergy_I1.1_1823	-4.0	-14.3	4.9	0.8333333333333334
 LocalEnergy_I1.1_1824	-3.95	-12.9	4.2	0.7948717948717949
 LocalEnergy_I1.1_1825	-17.5	-6.9	4.9	0.9318181818181819
 LocalEnergy_I1.1_1826	-10.0	-12.0	3.9	1.0
 LocalEnergy_I1.1_1827	-13.2	-6.0	4.9	0.8222222222222223
 LocalEnergy_I1.1_1828	-8.35	-7.77	4.4	0.7083333333333333
 LocalEnergy_I1.1_1829	-14.45	-4.5	7.3	0.8307692307692307
 LocalEnergy_I1.1_182	-11.85	-8.3	2.3	0.95
 LocalEnergy_I1.1_1830	-7.1	-6.0	4.4	0.3641975308641976
 LocalEnergy_I1.1_1831	-9.35	-10.35	6.1	1.0
 LocalEnergy_I1.1_1832	-5.45	-18.1	6.1	0.925
 LocalEnergy_I1.1_1833	-14.25	-19.0	3.0	0.7788461538461539
 LocalEnergy_I1.1_1834	-8.8	-12.45	7.0	0.863905325443787
 LocalEnergy_I1.1_1835	-5.6	-18.2	7.0	0.7412587412587412
 LocalEnergy_I1.1_1836	-11.0	-5.2	7.5	0.7708333333333333
 LocalEnergy_I1.1_1837	-14.0	-8.35	2.3	0.9222222222222222
 LocalEnergy_I1.1_1838	-4.15	-21.95	3.0	0.9846153846153847
 LocalEnergy_I1.1_1839	-2.4	-3.95	5.8	0.5357142857142857
 LocalEnergy_I1.1_183	-22.65	-9.1	3.7	0.9857142857142858
 LocalEnergy_I1.1_1840	-6.25	-10.6	6.5	0.9375
 LocalEnergy_I1.1_1841	-13.95	-18.8	3.0	0.65625
 LocalEnergy_I1.1_1842	-15.75	-11.65	6.5	0.8828125
 LocalEnergy_I1.1_1843	-17.95	-16.25	3.7	0.7176470588235294
 LocalEnergy_I1.1_1844	-5.85	-10.65	3.0	1.0
 LocalEnergy_I1.1_1845	-16.4	-9.9	2.3	1.0
 LocalEnergy_I1.1_1846	-9.4	-5.8	5.3	0.577922077922078
 LocalEnergy_I1.1_1847	-9.75	-9.45	4.8	0.8545454545454545
 LocalEnergy_I1.1_1848	-4.7	-7.6	3.2	0.8522727272727273
 LocalEnergy_I1.1_1849	-4.5	-16.75	3.7	1.0
 LocalEnergy_I1.1_184	-5.27	-12.5	5.1	0.9807692307692308
 LocalEnergy_I1.1_1850	-12.1	-9.55	4.9	0.9841269841269842
 LocalEnergy_I1.1_1851	-26.55	-3.4	4.5	0.8388888888888889
 LocalEnergy_I1.1_1852	-8.15	-17.9	3.7	0.8636363636363636
 LocalEnergy_I1.1_1853	-7.45	-14.85	5.4	0.9047619047619047
 LocalEnergy_I1.1_1854	-7.1	-26.45	3.7	1.0
 LocalEnergy_I1.1_1855	-6.45	-30.65	0.813	0.803921568627451
 LocalEnergy_I1.1_1856	-2.4	-16.45	7.3	0.8181818181818181
 LocalEnergy_I1.1_1857	-8.8	-2.1	3.3	0.47916666666666663
 LocalEnergy_I1.1_1858	-12.55	-9.2	2.7	0.9897959183673469
 LocalEnergy_I1.1_1859	-4.7	-10.0	4.4	0.8444444444444444
 LocalEnergy_I1.1_185	-3.85	-28.8	3.3	0.8854166666666666
 LocalEnergy_I1.1_1860	-9.7	-7.25	2.6	0.9615384615384616
 LocalEnergy_I1.1_1861	-11.65	-11.45	3.0	0.9807692307692308
 LocalEnergy_I1.1_1862	-12.05	-12.65	5.8	0.9551282051282052
 LocalEnergy_I1.1_1863	-12.1	-18.15	5.8	0.9609375
 LocalEnergy_I1.1_1864	-5.2	-6.5	4.6	0.7403846153846154
 LocalEnergy_I1.1_1865	-14.5	-2.9	5.4	0.6481481481481481
 LocalEnergy_I1.1_1866	-13.2	-7.9	4.5	1.0
 LocalEnergy_I1.1_1867	-11.9	-3.5	7.3	0.7666666666666666
 LocalEnergy_I1.1_1868	-9.7	-9.05	4.6	0.9340659340659341
 LocalEnergy_I1.1_1869	-5.6	-3.55	4.2	0.33333333333333337
 LocalEnergy_I1.1_186	-18.35	-6.7	4.6	0.961904761904762
 LocalEnergy_I1.1_1870	-6.9	-13.6	4.0	0.9743589743589743
 LocalEnergy_I1.1_1871	-4.75	-2.4	6.1	0.26736111111111116
 LocalEnergy_I1.1_1872	-8.35	-6.7	4.4	0.7277777777777777
 LocalEnergy_I1.1_1873	-6.9	-10.3	3.4	1.0
 LocalEnergy_I1.1_1874	-4.75	-5.35	5.3	0.7307692307692307
 LocalEnergy_I1.1_1875	-9.8	-7.25	4.7	0.8977272727272727
 LocalEnergy_I1.1_1876	-8.7	-13.2	5.1	1.0
 LocalEnergy_I1.1_1877	-6.25	-11.05	8.0	0.7727272727272727
 LocalEnergy_I1.1_1878	-2.4	-7.2	5.8	0.4166666666666667
 LocalEnergy_I1.1_1879	-9.1	-7.65	2.3	0.9583333333333333
 LocalEnergy_I1.1_187	-5.85	-6.0	6.6	0.5888888888888888
 LocalEnergy_I1.1_1880	-11.0	-10.75	6.6	0.9583333333333334
 LocalEnergy_I1.1_1881	-2.7	-5.7	3.7	0.6984126984126984
 LocalEnergy_I1.1_1882	-11.75	-13.65	5.1	1.0
 LocalEnergy_I1.1_1883	-7.65	-14.1	4.4	0.8881118881118881
 LocalEnergy_I1.1_1884	-17.55	-6.9	4.9	0.8962962962962964
 LocalEnergy_I1.1_1885	-16.1	-12.4	3.4	1.0
 LocalEnergy_I1.1_1886	-17.3	-1.9	8.0	0.6742424242424243
 LocalEnergy_I1.1_1887	-5.8	-7.6	3.7	1.0
 LocalEnergy_I1.1_1888	-4.85	-3.5	5.8	0.5
 LocalEnergy_I1.1_1889	-14.5	-6.25	4.4	1.0
 LocalEnergy_I1.1_188	-16.7	-9.15	4.4	0.988095238095238
 LocalEnergy_I1.1_1890	-12.35	-8.55	6.5	0.8035714285714286
 LocalEnergy_I1.1_1891	-24.8	-7.35	5.1	0.9047619047619048
 LocalEnergy_I1.1_1892	-14.1	-8.35	4.9	0.9833333333333333
 LocalEnergy_I1.1_1893	-4.7	-10.85	6.1	0.5738636363636364
 LocalEnergy_I1.1_1894	-17.2	-5.85	4.1	0.8303571428571429
 LocalEnergy_I1.1_1895	-12.5	-10.75	4.1	0.9230769230769231
 LocalEnergy_I1.1_1896	-4.5	-11.2	3.4	0.6923076923076923
 LocalEnergy_I1.1_1897	-6.0	-3.75	5.3	0.8095238095238095
 LocalEnergy_I1.1_1898	-13.7	-7.65	5.6	1.0
 LocalEnergy_I1.1_1899	-14.2	-2.5	5.3	0.7857142857142858
 LocalEnergy_I1.1_189	-4.85	-12.9	5.4	0.9666666666666667
 LocalEnergy_I1.1_18	-14.05	-6.5	4.9	0.7851851851851852
 LocalEnergy_I1.1_1900	-8.5	-15.35	5.4	0.9292929292929293
 LocalEnergy_I1.1_1901	-5.7	-4.7	8.7	0.9669421487603306
 LocalEnergy_I1.1_1902	-8.3	-7.6	8.2	0.7307692307692307
 LocalEnergy_I1.1_1903	-9.25	-10.75	1.513	0.9722222222222222
 LocalEnergy_I1.1_1904	-8.77	-12.7	6.3	0.8307692307692307
 LocalEnergy_I1.1_1905	-8.4	-12.05	3.0	0.953125
 LocalEnergy_I1.1_1906	-11.3	-13.5	4.5	0.9666666666666667
 LocalEnergy_I1.1_1907	-7.35	-1.77	7.7	0.5
 LocalEnergy_I1.1_1908	-5.95	-11.15	7.7	0.6503496503496504
 LocalEnergy_I1.1_190	-2.4	-14.5	7.5	0.9583333333333334
 LocalEnergy_I1.1_1910	-3.0	-5.95	4.4	0.5694444444444444
 LocalEnergy_I1.1_1911	-10.45	-19.1	6.8	0.8671328671328671
 LocalEnergy_I1.1_1912	-5.95	-14.15	4.8	0.6571428571428573
 LocalEnergy_I1.1_1913	-14.75	-6.15	7.0	0.7762237762237763
 LocalEnergy_I1.1_1914	-6.25	-3.6	3.0	0.825
 LocalEnergy_I1.1_1915	-11.2	-11.65	1.513	0.9111111111111112
 LocalEnergy_I1.1_1916	-9.1	-14.05	7.5	0.7833333333333333
 LocalEnergy_I1.1_1917	-11.1	-8.75	7.3	0.7909090909090909
 LocalEnergy_I1.1_1918	-11.7	-12.45	1.513	0.8703703703703703
 LocalEnergy_I1.1_1919	-13.75	-9.0	2.0	1.0
 LocalEnergy_I1.1_191	-9.2	-7.05	3.9	0.725
 LocalEnergy_I1.1_1920	-5.8	-8.15	6.8	0.7136363636363636
 LocalEnergy_I1.1_1921	-8.77	-26.9	5.4	0.8733333333333333
 LocalEnergy_I1.1_1922	-4.15	-4.2	5.8	0.2638888888888889
 LocalEnergy_I1.1_1923	-23.5	-8.85	3.2	0.9940476190476191
 LocalEnergy_I1.1_1924	-13.3	-10.6	3.0	0.9603174603174602
 LocalEnergy_I1.1_1925	-12.4	-23.2	4.4	0.980952380952381
 LocalEnergy_I1.1_1926	-15.55	-14.5	5.1	1.0
 LocalEnergy_I1.1_1927	-10.9	-11.2	4.6	0.9444444444444444
 LocalEnergy_I1.1_1928	-10.5	-8.25	5.1	0.9610389610389611
 LocalEnergy_I1.1_1929	-5.95	-3.8	3.4	0.8928571428571428
 LocalEnergy_I1.1_192	-15.6	-11.5	3.3	0.9777777777777777
 LocalEnergy_I1.1_1930	-21.45	-6.35	5.2	0.9777777777777777
 LocalEnergy_I1.1_1931	-9.45	-2.37	8.2	0.8484848484848484
 LocalEnergy_I1.1_1932	-16.35	-10.9	7.3	0.96
 LocalEnergy_I1.1_1933	-7.65	-12.05	4.9	0.6875
 LocalEnergy_I1.1_1934	-5.1	-10.25	6.1	0.7444444444444445
 LocalEnergy_I1.1_1935	-4.8	-19.1	3.7	0.9357142857142857
 LocalEnergy_I1.1_1936	-8.65	-20.9	5.8	0.8214285714285714
 LocalEnergy_I1.1_1937	-20.9	-11.65	6.1	0.9666666666666667
 LocalEnergy_I1.1_1938	-17.8	-2.4	4.8	0.6190476190476191
 LocalEnergy_I1.1_1939	-11.65	-2.2	3.9	0.6282051282051282
 LocalEnergy_I1.1_193	-19.7	-8.57	8.0	0.9020979020979021
 LocalEnergy_I1.1_1940	-7.65	-10.65	3.0	0.9555555555555556
 LocalEnergy_I1.1_1941	-7.75	-3.97	4.1	0.9431818181818181
 LocalEnergy_I1.1_1942	-14.3	-8.5	3.0	1.0
 LocalEnergy_I1.1_1943	-6.95	-16.25	3.7	0.9821428571428571
 LocalEnergy_I1.1_1944	-10.2	-5.2	7.0	0.7769230769230769
 LocalEnergy_I1.1_1945	-26.35	-12.4	5.1	0.9910714285714286
 LocalEnergy_I1.1_1946	-15.8	-11.35	3.9	0.9642857142857143
 LocalEnergy_I1.1_1947	-9.2	-9.9	6.8	0.9916666666666666
 LocalEnergy_I1.1_1948	-29.55	-9.1	3.9	1.0
 LocalEnergy_I1.1_1949	-13.35	-12.5	7.3	0.9571428571428572
 LocalEnergy_I1.1_194	-28.9	-10.0	3.9	1.0
 LocalEnergy_I1.1_1950	-10.2	-3.2	5.8	0.7264957264957266
 LocalEnergy_I1.1_1951	-5.5	-16.4	3.2	0.8881118881118881
 LocalEnergy_I1.1_1952	-6.9	-5.2	4.2	0.6790123456790124
 LocalEnergy_I1.1_1953	-4.55	-15.85	3.2	0.974025974025974
 LocalEnergy_I1.1_1954	-7.0	-18.85	2.3	0.9166666666666666
 LocalEnergy_I1.1_1955	-12.4	-3.5	6.3	0.9
 LocalEnergy_I1.1_1956	-3.7	-18.1	4.9	0.807142857142857
 LocalEnergy_I1.1_1957	-5.75	-9.25	3.7	1.0
 LocalEnergy_I1.1_1958	-19.1	-16.25	3.0	0.9500000000000001
 LocalEnergy_I1.1_1959	-25.5	-5.35	2.7	0.8035714285714286
 LocalEnergy_I1.1_195	-13.05	-5.3	2.213	1.0
 LocalEnergy_I1.1_1960	-6.85	-13.4	5.8	0.7000000000000001
 LocalEnergy_I1.1_1961	-7.9	-9.9	4.5	0.9615384615384616
 LocalEnergy_I1.1_1962	-10.45	-15.0	6.6	0.9533333333333334
 LocalEnergy_I1.1_1963	-12.85	-6.1	5.4	1.0
 LocalEnergy_I1.1_1964	-11.65	-12.75	4.9	0.9658119658119658
 LocalEnergy_I1.1_1965	-11.1	-4.7	4.1	0.9423076923076923
 LocalEnergy_I1.1_1966	-5.3	-13.5	3.7	0.9249999999999999
 LocalEnergy_I1.1_1967	-9.7	-14.6	5.6	0.8153846153846154
 LocalEnergy_I1.1_1968	-19.65	-4.3	6.8	0.5734265734265733
 LocalEnergy_I1.1_1969	-6.25	-9.35	6.5	0.7777777777777779
 LocalEnergy_I1.1_196	-7.35	-22.7	3.9	0.9345238095238095
 LocalEnergy_I1.1_1970	-4.95	-7.45	5.3	0.34920634920634924
 LocalEnergy_I1.1_1971	-4.3	-7.95	3.4	0.65
 LocalEnergy_I1.1_1972	-5.95	-14.15	6.8	0.9454545454545455
 LocalEnergy_I1.1_1973	-13.3	-8.7	3.0	0.8272727272727273
 LocalEnergy_I1.1_1974	-8.0	-4.85	3.9	0.9285714285714286
 LocalEnergy_I1.1_1975	-15.7	-9.0	5.6	0.986013986013986
 LocalEnergy_I1.1_1976	-6.5	-15.15	3.5	0.9351851851851852
 LocalEnergy_I1.1_1977	-7.5	-9.45	1.513	0.9393939393939393
 LocalEnergy_I1.1_1978	-20.0	-5.05	5.1	0.8173076923076923
 LocalEnergy_I1.1_1979	-12.4	-11.25	2.6	0.9583333333333334
