rna_name	rna_ID	rna_type
bpRNA_CRW_823	823	16S
bpRNA_CRW_824	824	16S
bpRNA_CRW_825	825	16S
bpRNA_CRW_826	826	16S
bpRNA_CRW_827	827	16S
bpRNA_CRW_828	828	16S
bpRNA_CRW_829	829	16S
bpRNA_CRW_830	830	16S
bpRNA_CRW_831	831	16S
bpRNA_CRW_832	832	16S
bpRNA_CRW_833	833	16S
bpRNA_CRW_834	834	16S
bpRNA_CRW_835	835	16S
bpRNA_CRW_836	836	16S
bpRNA_CRW_837	837	16S
bpRNA_CRW_838	838	16S
bpRNA_CRW_839	839	16S
bpRNA_CRW_840	840	16S
bpRNA_CRW_841	841	16S
bpRNA_CRW_842	842	16S
bpRNA_CRW_843	843	16S
bpRNA_CRW_844	844	16S
bpRNA_CRW_845	845	16S
bpRNA_CRW_846	846	16S
bpRNA_CRW_847	847	16S
bpRNA_CRW_848	848	16S
bpRNA_CRW_849	849	16S
bpRNA_CRW_850	850	16S
bpRNA_CRW_851	851	16S
bpRNA_CRW_852	852	16S
bpRNA_CRW_853	853	16S
bpRNA_CRW_854	854	16S
bpRNA_CRW_855	855	16S
bpRNA_CRW_856	856	16S
bpRNA_CRW_857	857	16S
bpRNA_CRW_858	858	16S
bpRNA_CRW_859	859	16S
bpRNA_CRW_860	860	16S
bpRNA_CRW_861	861	16S
bpRNA_CRW_862	862	16S
bpRNA_CRW_863	863	16S
bpRNA_CRW_864	864	16S
bpRNA_CRW_865	865	16S
bpRNA_CRW_866	866	16S
bpRNA_CRW_867	867	16S
bpRNA_CRW_868	868	16S
bpRNA_CRW_869	869	16S
bpRNA_CRW_870	870	16S
bpRNA_CRW_871	871	16S
bpRNA_CRW_872	872	16S
bpRNA_CRW_873	873	16S
bpRNA_CRW_874	874	16S
bpRNA_CRW_875	875	16S
bpRNA_CRW_876	876	16S
bpRNA_CRW_877	877	16S
bpRNA_CRW_878	878	16S
bpRNA_CRW_879	879	16S
bpRNA_CRW_880	880	16S
bpRNA_CRW_881	881	16S
bpRNA_CRW_882	882	16S
bpRNA_CRW_883	883	16S
bpRNA_CRW_884	884	16S
bpRNA_CRW_885	885	16S
bpRNA_CRW_886	886	16S
bpRNA_CRW_887	887	16S
bpRNA_CRW_888	888	16S
bpRNA_CRW_889	889	16S
bpRNA_CRW_890	890	16S
bpRNA_CRW_891	891	16S
bpRNA_CRW_892	892	16S
bpRNA_CRW_893	893	16S
bpRNA_CRW_894	894	16S
bpRNA_CRW_895	895	16S
bpRNA_CRW_896	896	16S
bpRNA_CRW_897	897	16S
bpRNA_CRW_898	898	16S
bpRNA_CRW_899	899	16S
bpRNA_CRW_900	900	16S
bpRNA_CRW_901	901	16S
bpRNA_CRW_902	902	16S
bpRNA_CRW_903	903	16S
bpRNA_CRW_904	904	16S
bpRNA_CRW_905	905	16S
bpRNA_CRW_906	906	16S
bpRNA_CRW_907	907	16S
bpRNA_CRW_908	908	16S
bpRNA_CRW_909	909	16S
bpRNA_CRW_910	910	16S
bpRNA_CRW_911	911	16S
bpRNA_CRW_912	912	16S
bpRNA_CRW_913	913	16S
bpRNA_CRW_914	914	16S
bpRNA_CRW_915	915	16S
bpRNA_CRW_916	916	16S
bpRNA_CRW_917	917	16S
bpRNA_CRW_918	918	16S
bpRNA_CRW_919	919	16S
bpRNA_CRW_920	920	16S
bpRNA_CRW_921	921	16S
bpRNA_CRW_922	922	16S
bpRNA_CRW_923	923	16S
bpRNA_CRW_924	924	16S
bpRNA_CRW_925	925	16S
bpRNA_CRW_926	926	16S
bpRNA_CRW_927	927	16S
bpRNA_CRW_928	928	16S
bpRNA_CRW_929	929	16S
bpRNA_CRW_930	930	16S
bpRNA_CRW_931	931	16S
bpRNA_CRW_932	932	16S
bpRNA_CRW_933	933	16S
bpRNA_CRW_934	934	16S
bpRNA_CRW_935	935	16S
bpRNA_CRW_936	936	16S
bpRNA_CRW_937	937	16S
bpRNA_CRW_938	938	16S
bpRNA_CRW_939	939	16S
bpRNA_CRW_940	940	16S
bpRNA_CRW_941	941	16S
bpRNA_CRW_942	942	16S
bpRNA_CRW_943	943	16S
bpRNA_CRW_944	944	16S
bpRNA_CRW_945	945	16S
bpRNA_CRW_946	946	16S
bpRNA_CRW_947	947	16S
bpRNA_CRW_948	948	16S
bpRNA_CRW_949	949	16S
bpRNA_CRW_950	950	16S
bpRNA_CRW_951	951	16S
bpRNA_CRW_952	952	16S
bpRNA_CRW_953	953	16S
bpRNA_CRW_954	954	16S
bpRNA_CRW_955	955	16S
bpRNA_CRW_956	956	16S
bpRNA_CRW_957	957	16S
bpRNA_CRW_958	958	16S
bpRNA_CRW_959	959	16S
bpRNA_CRW_960	960	16S
bpRNA_CRW_961	961	16S
bpRNA_CRW_962	962	16S
bpRNA_CRW_963	963	16S
bpRNA_CRW_964	964	16S
bpRNA_CRW_965	965	16S
bpRNA_CRW_966	966	16S
bpRNA_CRW_967	967	16S
bpRNA_CRW_968	968	16S
bpRNA_CRW_969	969	16S
bpRNA_CRW_970	970	16S
bpRNA_CRW_971	971	16S
bpRNA_CRW_972	972	16S
bpRNA_CRW_973	973	16S
bpRNA_CRW_974	974	16S
bpRNA_CRW_975	975	16S
bpRNA_CRW_976	976	16S
bpRNA_CRW_977	977	16S
bpRNA_CRW_978	978	16S
bpRNA_CRW_979	979	16S
bpRNA_CRW_980	980	16S
bpRNA_CRW_981	981	16S
bpRNA_CRW_982	982	16S
bpRNA_CRW_983	983	16S
bpRNA_CRW_984	984	16S
bpRNA_CRW_985	985	16S
bpRNA_CRW_986	986	16S
bpRNA_CRW_987	987	16S
bpRNA_CRW_988	988	16S
bpRNA_CRW_989	989	16S
bpRNA_CRW_990	990	16S
bpRNA_CRW_991	991	16S
bpRNA_CRW_992	992	16S
bpRNA_CRW_993	993	16S
bpRNA_CRW_994	994	16S
bpRNA_CRW_995	995	16S
bpRNA_CRW_996	996	16S
bpRNA_CRW_997	997	16S
bpRNA_CRW_998	998	16S
bpRNA_CRW_999	999	16S
bpRNA_CRW_1000	1000	16S
bpRNA_CRW_1001	1001	16S
bpRNA_CRW_1002	1002	16S
bpRNA_CRW_1003	1003	16S
bpRNA_CRW_1004	1004	16S
bpRNA_CRW_1005	1005	16S
bpRNA_CRW_1006	1006	16S
bpRNA_CRW_1007	1007	16S
bpRNA_CRW_1008	1008	16S
bpRNA_CRW_1009	1009	16S
bpRNA_CRW_1010	1010	16S
bpRNA_CRW_1011	1011	16S
bpRNA_CRW_1012	1012	16S
bpRNA_CRW_1013	1013	16S
bpRNA_CRW_1014	1014	16S
bpRNA_CRW_1015	1015	16S
bpRNA_CRW_1016	1016	16S
bpRNA_CRW_1017	1017	16S
bpRNA_CRW_1018	1018	16S
bpRNA_CRW_1019	1019	16S
bpRNA_CRW_1020	1020	16S
bpRNA_CRW_1021	1021	16S
bpRNA_CRW_1022	1022	16S
bpRNA_CRW_1023	1023	16S
bpRNA_CRW_1024	1024	16S
bpRNA_CRW_1025	1025	16S
bpRNA_CRW_1026	1026	16S
bpRNA_CRW_1027	1027	16S
bpRNA_CRW_1028	1028	16S
bpRNA_CRW_1029	1029	16S
bpRNA_CRW_1030	1030	16S
bpRNA_CRW_1031	1031	16S
bpRNA_CRW_1032	1032	16S
bpRNA_CRW_1033	1033	16S
bpRNA_CRW_1034	1034	16S
bpRNA_CRW_1035	1035	16S
bpRNA_CRW_1036	1036	16S
bpRNA_CRW_1037	1037	16S
bpRNA_CRW_1038	1038	16S
bpRNA_CRW_1039	1039	16S
bpRNA_CRW_1040	1040	16S
bpRNA_CRW_1041	1041	16S
bpRNA_CRW_1042	1042	16S
bpRNA_CRW_1043	1043	16S
bpRNA_CRW_1044	1044	16S
bpRNA_CRW_1045	1045	16S
bpRNA_CRW_1046	1046	16S
bpRNA_CRW_1047	1047	16S
bpRNA_CRW_1048	1048	16S
bpRNA_CRW_1049	1049	16S
bpRNA_CRW_1050	1050	16S
bpRNA_CRW_1051	1051	16S
bpRNA_CRW_1052	1052	16S
bpRNA_CRW_1053	1053	16S
bpRNA_CRW_1054	1054	16S
bpRNA_CRW_1055	1055	16S
bpRNA_CRW_1056	1056	16S
bpRNA_CRW_1057	1057	16S
bpRNA_CRW_1058	1058	16S
bpRNA_CRW_1059	1059	16S
bpRNA_CRW_1060	1060	16S
bpRNA_CRW_1061	1061	16S
bpRNA_CRW_1062	1062	16S
bpRNA_CRW_1063	1063	16S
bpRNA_CRW_1064	1064	16S
bpRNA_CRW_1065	1065	16S
bpRNA_CRW_1066	1066	16S
bpRNA_CRW_1067	1067	16S
bpRNA_CRW_1068	1068	16S
bpRNA_CRW_1069	1069	16S
bpRNA_CRW_1070	1070	16S
bpRNA_CRW_1071	1071	16S
bpRNA_CRW_1072	1072	16S
bpRNA_CRW_1073	1073	16S
bpRNA_CRW_1074	1074	16S
bpRNA_CRW_1075	1075	16S
bpRNA_CRW_1076	1076	16S
bpRNA_CRW_1077	1077	16S
bpRNA_CRW_1078	1078	16S
bpRNA_CRW_1079	1079	16S
bpRNA_CRW_1080	1080	16S
bpRNA_CRW_1081	1081	16S
bpRNA_CRW_1082	1082	16S
bpRNA_CRW_1083	1083	16S
bpRNA_CRW_1084	1084	16S
bpRNA_CRW_1085	1085	16S
bpRNA_CRW_1086	1086	16S
bpRNA_CRW_1087	1087	16S
bpRNA_CRW_1088	1088	16S
bpRNA_CRW_1089	1089	16S
bpRNA_CRW_1090	1090	16S
bpRNA_CRW_1091	1091	16S
bpRNA_CRW_1092	1092	16S
bpRNA_CRW_1093	1093	16S
bpRNA_CRW_1094	1094	16S
bpRNA_CRW_1095	1095	16S
bpRNA_CRW_1096	1096	16S
bpRNA_CRW_1097	1097	16S
bpRNA_CRW_1098	1098	16S
bpRNA_CRW_1099	1099	16S
bpRNA_CRW_1100	1100	16S
bpRNA_CRW_1101	1101	16S
bpRNA_CRW_1102	1102	16S
bpRNA_CRW_1103	1103	16S
bpRNA_CRW_1104	1104	16S
bpRNA_CRW_1105	1105	16S
bpRNA_CRW_1106	1106	16S
bpRNA_CRW_1107	1107	16S
bpRNA_CRW_1108	1108	16S
bpRNA_CRW_1109	1109	16S
bpRNA_CRW_1110	1110	16S
bpRNA_CRW_1111	1111	16S
bpRNA_CRW_1112	1112	16S
bpRNA_CRW_1113	1113	16S
bpRNA_CRW_1114	1114	16S
bpRNA_CRW_1115	1115	16S
bpRNA_CRW_1116	1116	16S
bpRNA_CRW_1117	1117	16S
bpRNA_CRW_1118	1118	16S
bpRNA_CRW_1119	1119	16S
bpRNA_CRW_1120	1120	16S
bpRNA_CRW_1121	1121	16S
bpRNA_CRW_1122	1122	16S
bpRNA_CRW_1123	1123	16S
bpRNA_CRW_1124	1124	16S
bpRNA_CRW_1125	1125	16S
bpRNA_CRW_1126	1126	16S
bpRNA_CRW_1127	1127	16S
bpRNA_CRW_1128	1128	16S
bpRNA_CRW_1129	1129	16S
bpRNA_CRW_1130	1130	16S
bpRNA_CRW_1131	1131	16S
bpRNA_CRW_1132	1132	16S
bpRNA_CRW_1133	1133	16S
bpRNA_CRW_1134	1134	16S
bpRNA_CRW_1135	1135	16S
bpRNA_CRW_1136	1136	16S
bpRNA_CRW_1137	1137	16S
bpRNA_CRW_1138	1138	16S
bpRNA_CRW_1139	1139	16S
bpRNA_CRW_1140	1140	16S
bpRNA_CRW_1141	1141	16S
bpRNA_CRW_1142	1142	16S
bpRNA_CRW_1143	1143	16S
bpRNA_CRW_1144	1144	16S
bpRNA_CRW_1145	1145	16S
bpRNA_CRW_1146	1146	16S
bpRNA_CRW_1147	1147	16S
bpRNA_CRW_1148	1148	16S
bpRNA_CRW_1149	1149	16S
bpRNA_CRW_1150	1150	16S
bpRNA_CRW_1151	1151	16S
bpRNA_CRW_1152	1152	16S
bpRNA_CRW_1153	1153	16S
bpRNA_CRW_1154	1154	16S
bpRNA_CRW_1155	1155	16S
bpRNA_CRW_1156	1156	16S
bpRNA_CRW_1157	1157	16S
bpRNA_CRW_1158	1158	16S
bpRNA_CRW_1159	1159	16S
bpRNA_CRW_1160	1160	16S
bpRNA_CRW_1161	1161	16S
bpRNA_CRW_1162	1162	16S
bpRNA_CRW_1163	1163	16S
bpRNA_CRW_1164	1164	16S
bpRNA_CRW_1165	1165	16S
bpRNA_CRW_1166	1166	16S
bpRNA_CRW_1167	1167	16S
bpRNA_CRW_1168	1168	16S
bpRNA_CRW_1169	1169	16S
bpRNA_CRW_1170	1170	16S
bpRNA_CRW_1171	1171	16S
bpRNA_CRW_1172	1172	16S
bpRNA_CRW_1173	1173	16S
bpRNA_CRW_1174	1174	16S
bpRNA_CRW_1175	1175	16S
bpRNA_CRW_1176	1176	16S
bpRNA_CRW_1177	1177	16S
bpRNA_CRW_1178	1178	16S
bpRNA_CRW_1179	1179	16S
bpRNA_CRW_1180	1180	16S
bpRNA_CRW_1181	1181	16S
bpRNA_CRW_1182	1182	16S
bpRNA_CRW_1183	1183	16S
bpRNA_CRW_1184	1184	16S
bpRNA_CRW_1185	1185	16S
bpRNA_CRW_1186	1186	16S
bpRNA_CRW_1187	1187	16S
bpRNA_CRW_1188	1188	16S
bpRNA_CRW_1189	1189	16S
bpRNA_CRW_1190	1190	16S
bpRNA_CRW_1191	1191	16S
bpRNA_CRW_1192	1192	16S
bpRNA_CRW_1193	1193	16S
bpRNA_CRW_1194	1194	16S
bpRNA_CRW_1195	1195	16S
bpRNA_CRW_1196	1196	16S
bpRNA_CRW_1197	1197	16S
bpRNA_CRW_1198	1198	16S
bpRNA_CRW_1199	1199	16S
bpRNA_CRW_1200	1200	16S
bpRNA_CRW_1201	1201	16S
bpRNA_CRW_1202	1202	16S
bpRNA_CRW_1203	1203	16S
bpRNA_CRW_1204	1204	16S
bpRNA_CRW_1205	1205	16S
bpRNA_CRW_1206	1206	16S
bpRNA_CRW_1207	1207	16S
bpRNA_CRW_1208	1208	16S
bpRNA_CRW_1209	1209	16S
bpRNA_CRW_1210	1210	16S
bpRNA_CRW_1211	1211	16S
bpRNA_CRW_1212	1212	16S
bpRNA_CRW_1213	1213	16S
bpRNA_CRW_1214	1214	16S
bpRNA_CRW_1215	1215	16S
bpRNA_CRW_1216	1216	16S
bpRNA_CRW_1217	1217	16S
bpRNA_CRW_1218	1218	16S
bpRNA_CRW_1219	1219	16S
bpRNA_CRW_1220	1220	16S
bpRNA_CRW_1221	1221	16S
bpRNA_CRW_1222	1222	16S
bpRNA_CRW_1223	1223	16S
bpRNA_CRW_1224	1224	16S
bpRNA_CRW_1225	1225	16S
bpRNA_CRW_1226	1226	16S
bpRNA_CRW_1227	1227	16S
bpRNA_CRW_1228	1228	16S
bpRNA_CRW_1229	1229	16S
bpRNA_CRW_1230	1230	16S
bpRNA_CRW_1231	1231	16S
bpRNA_CRW_1232	1232	16S
bpRNA_CRW_1233	1233	16S
bpRNA_CRW_1234	1234	16S
bpRNA_CRW_1235	1235	16S
bpRNA_CRW_1236	1236	16S
bpRNA_CRW_1237	1237	16S
bpRNA_CRW_1238	1238	16S
bpRNA_CRW_1239	1239	16S
bpRNA_CRW_1240	1240	16S
bpRNA_CRW_1241	1241	16S
bpRNA_CRW_1242	1242	16S
bpRNA_CRW_1243	1243	16S
bpRNA_CRW_1244	1244	16S
bpRNA_CRW_1245	1245	16S
bpRNA_CRW_1246	1246	16S
bpRNA_CRW_1247	1247	16S
bpRNA_CRW_1248	1248	16S
bpRNA_CRW_1249	1249	16S
bpRNA_CRW_1250	1250	16S
bpRNA_CRW_1251	1251	16S
bpRNA_CRW_1252	1252	16S
bpRNA_CRW_1253	1253	16S
bpRNA_CRW_1254	1254	16S
bpRNA_CRW_1255	1255	16S
bpRNA_CRW_1256	1256	16S
bpRNA_CRW_1257	1257	16S
bpRNA_CRW_1258	1258	16S
bpRNA_CRW_1259	1259	16S
bpRNA_CRW_1260	1260	16S
bpRNA_CRW_1261	1261	16S
bpRNA_CRW_1262	1262	16S
bpRNA_CRW_1263	1263	16S
bpRNA_CRW_1264	1264	16S
bpRNA_CRW_1265	1265	16S
bpRNA_CRW_1266	1266	16S
bpRNA_CRW_1267	1267	16S
bpRNA_CRW_1268	1268	16S
bpRNA_CRW_1269	1269	16S
bpRNA_CRW_1270	1270	16S
bpRNA_CRW_1271	1271	16S
bpRNA_CRW_1272	1272	16S
bpRNA_CRW_1273	1273	16S
bpRNA_CRW_1274	1274	16S
bpRNA_CRW_1275	1275	16S
bpRNA_CRW_1276	1276	16S
bpRNA_CRW_1277	1277	16S
bpRNA_CRW_1278	1278	16S
bpRNA_CRW_1279	1279	16S
bpRNA_CRW_1280	1280	16S
bpRNA_CRW_1281	1281	16S
bpRNA_CRW_1282	1282	16S
bpRNA_CRW_1283	1283	16S
bpRNA_CRW_1284	1284	16S
bpRNA_CRW_1285	1285	16S
bpRNA_CRW_1286	1286	16S
bpRNA_CRW_1287	1287	16S
bpRNA_CRW_1288	1288	16S
bpRNA_CRW_1289	1289	16S
bpRNA_CRW_1290	1290	16S
bpRNA_CRW_1291	1291	16S
bpRNA_CRW_1292	1292	16S
bpRNA_CRW_1293	1293	16S
bpRNA_CRW_1294	1294	16S
bpRNA_CRW_1295	1295	16S
bpRNA_CRW_1296	1296	16S
bpRNA_CRW_1297	1297	16S
bpRNA_CRW_1298	1298	16S
bpRNA_CRW_1299	1299	16S
bpRNA_CRW_1300	1300	16S
bpRNA_CRW_1301	1301	16S
bpRNA_CRW_1302	1302	16S
bpRNA_CRW_1303	1303	16S
bpRNA_CRW_1304	1304	16S
bpRNA_CRW_1305	1305	16S
bpRNA_CRW_1306	1306	16S
bpRNA_CRW_1307	1307	16S
bpRNA_CRW_1308	1308	16S
bpRNA_CRW_1309	1309	16S
bpRNA_CRW_1310	1310	16S
bpRNA_CRW_1311	1311	16S
bpRNA_CRW_1312	1312	16S
bpRNA_CRW_1313	1313	16S
bpRNA_CRW_1314	1314	16S
bpRNA_CRW_1315	1315	16S
bpRNA_CRW_1316	1316	16S
bpRNA_CRW_1317	1317	16S
bpRNA_CRW_1318	1318	16S
bpRNA_CRW_1319	1319	16S
bpRNA_CRW_1320	1320	16S
bpRNA_CRW_1321	1321	16S
bpRNA_CRW_1322	1322	16S
bpRNA_CRW_1323	1323	16S
bpRNA_CRW_1324	1324	16S
bpRNA_CRW_1325	1325	16S
bpRNA_CRW_1326	1326	16S
bpRNA_CRW_1327	1327	16S
bpRNA_CRW_1328	1328	16S
bpRNA_CRW_1329	1329	16S
bpRNA_CRW_1330	1330	16S
bpRNA_CRW_1331	1331	16S
bpRNA_CRW_1332	1332	16S
bpRNA_CRW_1333	1333	16S
bpRNA_CRW_1334	1334	16S
bpRNA_CRW_1335	1335	16S
bpRNA_CRW_1336	1336	16S
bpRNA_CRW_1337	1337	16S
bpRNA_CRW_1338	1338	16S
bpRNA_CRW_1339	1339	16S
bpRNA_CRW_1340	1340	16S
bpRNA_CRW_1341	1341	16S
bpRNA_CRW_1342	1342	16S
bpRNA_CRW_1343	1343	16S
bpRNA_CRW_1344	1344	16S
bpRNA_CRW_1345	1345	16S
bpRNA_CRW_1346	1346	16S
bpRNA_CRW_1347	1347	16S
bpRNA_CRW_1348	1348	16S
bpRNA_CRW_1349	1349	16S
bpRNA_CRW_1350	1350	16S
bpRNA_CRW_1351	1351	16S
bpRNA_CRW_1352	1352	16S
bpRNA_CRW_1353	1353	16S
bpRNA_CRW_1354	1354	16S
bpRNA_CRW_1355	1355	16S
bpRNA_CRW_1356	1356	16S
bpRNA_CRW_1357	1357	16S
bpRNA_CRW_1358	1358	16S
bpRNA_CRW_1359	1359	16S
bpRNA_CRW_1360	1360	16S
bpRNA_CRW_1361	1361	16S
bpRNA_CRW_1362	1362	16S
bpRNA_CRW_1363	1363	16S
bpRNA_CRW_1364	1364	16S
bpRNA_CRW_1365	1365	16S
bpRNA_CRW_1366	1366	16S
bpRNA_CRW_1367	1367	16S
bpRNA_CRW_1368	1368	16S
bpRNA_CRW_1369	1369	16S
bpRNA_CRW_1370	1370	16S
bpRNA_CRW_1371	1371	16S
bpRNA_CRW_1372	1372	16S
bpRNA_CRW_1373	1373	16S
bpRNA_CRW_1374	1374	16S
bpRNA_CRW_1375	1375	16S
bpRNA_CRW_1376	1376	16S
bpRNA_CRW_1377	1377	16S
bpRNA_CRW_1378	1378	16S
bpRNA_CRW_1379	1379	16S
bpRNA_CRW_1380	1380	16S
bpRNA_CRW_1381	1381	16S
bpRNA_CRW_1382	1382	16S
bpRNA_CRW_1383	1383	16S
bpRNA_CRW_1384	1384	16S
bpRNA_CRW_1385	1385	16S
bpRNA_CRW_1386	1386	16S
bpRNA_CRW_1387	1387	16S
bpRNA_CRW_1388	1388	16S
bpRNA_CRW_1389	1389	16S
bpRNA_CRW_1390	1390	16S
bpRNA_CRW_1391	1391	16S
bpRNA_CRW_1392	1392	16S
bpRNA_CRW_1393	1393	16S
bpRNA_CRW_1394	1394	16S
bpRNA_CRW_1395	1395	16S
bpRNA_CRW_1396	1396	16S
bpRNA_CRW_1397	1397	16S
bpRNA_CRW_1398	1398	16S
bpRNA_CRW_1399	1399	16S
bpRNA_CRW_1400	1400	16S
bpRNA_CRW_1401	1401	16S
bpRNA_CRW_1402	1402	16S
bpRNA_CRW_1403	1403	16S
bpRNA_CRW_1404	1404	16S
bpRNA_CRW_1405	1405	16S
bpRNA_CRW_1406	1406	16S
bpRNA_CRW_1407	1407	16S
bpRNA_CRW_1408	1408	16S
bpRNA_CRW_1409	1409	16S
bpRNA_CRW_1410	1410	16S
bpRNA_CRW_1411	1411	16S
bpRNA_CRW_1412	1412	16S
bpRNA_CRW_1413	1413	16S
bpRNA_CRW_1414	1414	16S
bpRNA_CRW_1415	1415	16S
bpRNA_CRW_1416	1416	16S
bpRNA_CRW_1417	1417	16S
bpRNA_CRW_1418	1418	16S
bpRNA_CRW_1419	1419	16S
bpRNA_CRW_1420	1420	16S
bpRNA_CRW_1421	1421	16S
bpRNA_CRW_1422	1422	16S
bpRNA_CRW_1423	1423	16S
bpRNA_CRW_1424	1424	16S
bpRNA_CRW_1425	1425	16S
bpRNA_CRW_1426	1426	16S
bpRNA_CRW_1427	1427	16S
bpRNA_CRW_1428	1428	16S
bpRNA_CRW_1429	1429	16S
bpRNA_CRW_1430	1430	16S
bpRNA_CRW_1431	1431	16S
bpRNA_CRW_1432	1432	16S
bpRNA_CRW_1433	1433	16S
bpRNA_CRW_1434	1434	16S
bpRNA_CRW_1435	1435	16S
bpRNA_CRW_1436	1436	16S
bpRNA_CRW_1437	1437	16S
bpRNA_CRW_1438	1438	16S
bpRNA_CRW_1439	1439	16S
bpRNA_CRW_1440	1440	16S
bpRNA_CRW_1441	1441	16S
bpRNA_CRW_1442	1442	16S
bpRNA_CRW_1443	1443	16S
bpRNA_CRW_1444	1444	16S
bpRNA_CRW_1445	1445	16S
bpRNA_CRW_1446	1446	16S
bpRNA_CRW_1447	1447	16S
bpRNA_CRW_1448	1448	16S
bpRNA_CRW_1449	1449	16S
bpRNA_CRW_1450	1450	16S
bpRNA_CRW_1451	1451	16S
bpRNA_CRW_1452	1452	16S
bpRNA_CRW_1453	1453	16S
bpRNA_CRW_1454	1454	16S
bpRNA_CRW_1455	1455	16S
bpRNA_CRW_1456	1456	16S
bpRNA_CRW_1457	1457	16S
bpRNA_CRW_1458	1458	16S
bpRNA_CRW_1459	1459	16S
bpRNA_CRW_1460	1460	16S
bpRNA_CRW_1461	1461	16S
bpRNA_CRW_1462	1462	16S
bpRNA_CRW_1463	1463	16S
bpRNA_CRW_1464	1464	16S
bpRNA_CRW_1465	1465	16S
bpRNA_CRW_1466	1466	16S
bpRNA_CRW_1467	1467	16S
bpRNA_CRW_1468	1468	16S
bpRNA_CRW_1469	1469	16S
bpRNA_CRW_1470	1470	16S
bpRNA_CRW_1471	1471	16S
bpRNA_CRW_1472	1472	16S
bpRNA_CRW_1473	1473	16S
bpRNA_CRW_1474	1474	16S
bpRNA_CRW_1475	1475	16S
bpRNA_CRW_1476	1476	16S
bpRNA_CRW_1477	1477	16S
bpRNA_CRW_1478	1478	16S
bpRNA_CRW_1479	1479	16S
bpRNA_CRW_1480	1480	16S
bpRNA_CRW_1481	1481	16S
bpRNA_CRW_1482	1482	16S
bpRNA_CRW_1483	1483	16S
bpRNA_CRW_1484	1484	16S
bpRNA_CRW_1485	1485	16S
bpRNA_CRW_1486	1486	16S
bpRNA_CRW_1487	1487	16S
bpRNA_CRW_1488	1488	16S
bpRNA_CRW_1489	1489	16S
bpRNA_CRW_1490	1490	16S
bpRNA_CRW_1491	1491	16S
bpRNA_CRW_1492	1492	16S
bpRNA_CRW_1493	1493	16S
bpRNA_CRW_1494	1494	16S
bpRNA_CRW_1495	1495	16S
bpRNA_CRW_1496	1496	16S
bpRNA_CRW_1497	1497	16S
bpRNA_CRW_1498	1498	16S
bpRNA_CRW_1499	1499	16S
bpRNA_CRW_1500	1500	16S
bpRNA_CRW_1501	1501	16S
bpRNA_CRW_1502	1502	16S
bpRNA_CRW_1503	1503	16S
bpRNA_CRW_1504	1504	16S
bpRNA_CRW_1505	1505	16S
bpRNA_CRW_1506	1506	16S
bpRNA_CRW_1507	1507	16S
bpRNA_CRW_1508	1508	16S
bpRNA_CRW_1509	1509	16S
bpRNA_CRW_1510	1510	16S
bpRNA_CRW_1511	1511	16S
bpRNA_CRW_1512	1512	16S
bpRNA_CRW_1513	1513	16S
bpRNA_CRW_1514	1514	16S
bpRNA_CRW_1515	1515	16S
bpRNA_CRW_1516	1516	16S
bpRNA_CRW_1517	1517	16S
bpRNA_CRW_1518	1518	16S
bpRNA_CRW_1519	1519	16S
bpRNA_CRW_1520	1520	16S
bpRNA_CRW_1521	1521	16S
bpRNA_CRW_1522	1522	16S
bpRNA_CRW_1523	1523	16S
bpRNA_CRW_1524	1524	16S
bpRNA_CRW_1525	1525	16S
bpRNA_CRW_1526	1526	16S
bpRNA_CRW_1527	1527	16S
bpRNA_CRW_1528	1528	16S
bpRNA_CRW_1529	1529	16S
bpRNA_CRW_1530	1530	16S
bpRNA_CRW_1531	1531	16S
bpRNA_CRW_1532	1532	16S
bpRNA_CRW_1533	1533	16S
bpRNA_CRW_1534	1534	16S
bpRNA_CRW_1535	1535	16S
bpRNA_CRW_1536	1536	16S
bpRNA_CRW_1537	1537	16S
bpRNA_CRW_1538	1538	16S
bpRNA_CRW_1539	1539	16S
bpRNA_CRW_1540	1540	16S
bpRNA_CRW_1541	1541	16S
bpRNA_CRW_1542	1542	16S
bpRNA_CRW_1543	1543	16S
bpRNA_CRW_1544	1544	16S
bpRNA_CRW_1545	1545	16S
bpRNA_CRW_1546	1546	16S
bpRNA_CRW_1547	1547	16S
bpRNA_CRW_1548	1548	16S
bpRNA_CRW_1549	1549	16S
bpRNA_CRW_1550	1550	16S
bpRNA_CRW_1551	1551	16S
bpRNA_CRW_1552	1552	16S
bpRNA_CRW_1553	1553	16S
bpRNA_CRW_1554	1554	16S
bpRNA_CRW_1555	1555	16S
bpRNA_CRW_1556	1556	16S
bpRNA_CRW_1557	1557	16S
bpRNA_CRW_1558	1558	16S
bpRNA_CRW_1559	1559	16S
bpRNA_CRW_1560	1560	16S
bpRNA_CRW_1561	1561	16S
bpRNA_CRW_1562	1562	16S
bpRNA_CRW_1563	1563	16S
bpRNA_CRW_1564	1564	16S
bpRNA_CRW_1565	1565	16S
bpRNA_CRW_1566	1566	16S
bpRNA_CRW_1567	1567	16S
bpRNA_CRW_1568	1568	16S
bpRNA_CRW_1569	1569	16S
bpRNA_CRW_1570	1570	16S
bpRNA_CRW_1571	1571	16S
bpRNA_CRW_1572	1572	16S
bpRNA_CRW_1573	1573	16S
bpRNA_CRW_1574	1574	16S
bpRNA_CRW_1575	1575	16S
bpRNA_CRW_1576	1576	16S
